fid,neighbours
2951007,"2949625,2949626,2951006,2951008"
2951008,"2949626,2949627,2951007,2951009"
2951009,"2949627,2949628,2951008,2951010"
2951010,"2949628,2949629,2951009"
2951016,"2949635,2951017"
2951017,"2949635,2949636,2951016,2951018"
2951018,"2949636,2949637,2951017,2951019"
2951019,"2949637,2949638,2951018,2951020"
2951020,"2949638,2949639,2951019,2951021"
2951021,"2949639,2949640,2951020,2951022"
2951022,"2949640,2949641,2951021,2951023"
2951023,"2949641,2949642,2951022,2951024"
2951024,"2949642,2949643,2951023,2951025"
2951025,"2949643,2949644,2951024,2951026"
2951026,"2949644,2949645,2951025,2951027"
2951027,"2949645,2949646,2951026,2951028"
2951028,"2949646,2949647,2951027,2951029"
2951029,"2949647,2949648,2951028,2951030"
2951030,"2949648,2949649,2951029,2951031"
2951031,"2949649,2949650,2951030,2951032"
2951032,"2949650,2949651,2951031,2951033"
2951033,"2949651,2949652,2951032,2951034"
2951034,"2949652,2949653,2951033,2951035"
2951035,"2949653,2949654,2951034,2951036"
2951036,"2949654,2949655,2951035,2951037"
2951037,"2949655,2949656,2951036,2951038"
2951038,"2949656,2949657,2951037,2951039"
2951039,"2949657,2949658,2951038,2951040"
2951040,"2949658,2949659,2951039,2951041"
2951041,"2949659,2949660,2951040,2951042"
2951042,"2949660,2949661,2951041,2951043"
2951043,"2949661,2949662,2951042,2951044"
2951044,"2949662,2949663,2951043,2951045"
2951045,"2949663,2949664,2951044,2951046"
2951046,"2949664,2949665,2951045,2951047"
2951047,"2949665,2949666,2951046,2951048"
2951048,"2949666,2949667,2951047,2951049"
2951049,"2949667,2949668,2951048,2951050"
2951050,"2949668,2949669,2951049,2951051"
2951051,"2949669,2949670,2951050,2951052"
2951052,"2949670,2949671,2951051,2951053"
2951053,"2949671,2949672,2951052,2951054"
2951054,"2949672,2949673,2951053,2951055"
2951055,"2949673,2949674,2951054,2951056"
2951056,"2949674,2949675,2951055,2951057"
2951057,"2949675,2949676,2951056,2951058"
2951058,"2949676,2949677,2951057,2951059"
2951059,"2949677,2949678,2951058"
2951090,"2949708,2949709,2951091"
2951091,"2949709,2949710,2951090,2951092"
2951092,"2949710,2949711,2951091,2951093"
2951093,"2949711,2949712,2951092,2951094"
2951094,"2949712,2949713,2951093,2951095"
2951095,"2949713,2949714,2951094,2951096"
2951096,"2949714,2949715,2951095,2951097"
2951097,"2949715,2949716,2951096,2951098"
2951098,"2949716,2949717,2951097,2951099"
2951099,"2949717,2949718,2951098,2951100"
2951100,"2949718,2949719,2951099,2951101"
2951101,"2949719,2949720,2951100,2951102"
2951102,"2949720,2949721,2951101,2951103"
2951103,"2949721,2949722,2951102,2951104"
2951104,"2949722,2949723,2951103,2951105"
2951105,"2949723,2949724,2951104,2951106"
2951106,"2949724,2949725,2951105,2951107"
2951107,"2949725,2949726,2951106,2951108"
2951108,"2949726,2949727,2951107,2951109"
2951109,"2949727,2949728,2951108,2951110"
2951110,"2949728,2949729,2951109,2951111"
2951111,"2949729,2949730,2951110,2951112"
2951112,"2949730,2949731,2951111,2951113"
2951113,"2949731,2949732,2951112,2951114"
2951114,"2949732,2949733,2951113,2951115"
2951115,"2949733,2949734,2951114,2951116"
2951116,"2949734,2949735,2951115,2951117"
2951117,"2949735,2949736,2951116"
2952318,"2952319,2953699,2953700"
2952319,"2952318,2952320,2953700,2953701"
2952320,"2952319,2952321,2953701,2953702"
2952321,"2952320,2952322,2953702,2953703"
2952322,"2952321,2952323,2953703,2953704"
2952323,"2952322,2953704,2953705"
2952332,"2952333,2953713,2953714"
2952333,"2952332,2952334,2953714,2953715"
2952334,"2952333,2952335,2953715,2953716"
2952335,"2952334,2952336,2953716,2953717"
2952336,"2952335,2952337,2953717,2953718"
2952337,"2952336,2952338,2953718,2953719"
2952338,"2952337,2952339,2953719,2953720"
2952339,"2952338,2952340,2953720,2953721"
2952340,"2952339,2952341,2953721,2953722"
2952341,"2952340,2952342,2953722,2953723"
2952342,"2952341,2952343,2953723,2953724"
2952343,"2952342,2952344,2953724,2953725"
2952344,"2952343,2952345,2953725,2953726"
2952345,"2952344,2952346,2953726,2953727"
2952346,"2952345,2952347,2953727,2953728"
2952347,"2952346,2952348,2953728,2953729"
2952348,"2952347,2952349,2953729,2953730"
2952349,"2952348,2952350,2953730,2953731"
2952350,"2952349,2952351,2953731,2953732"
2952351,"2952350,2952352,2953732,2953733"
2952352,"2952351,2952353,2953733,2953734"
2952353,"2952352,2952354,2953734,2953735"
2952354,"2952353,2952355,2953735,2953736"
2952355,"2952354,2952356,2953736,2953737"
2952356,"2952355,2952357,2953737,2953738"
2952357,"2952356,2952358,2953738,2953739"
2952358,"2952357,2952359,2953739,2953740"
2952359,"2952358,2952360,2953740,2953741"
2952360,"2952359,2952361,2953741,2953742"
2952361,"2952360,2952362,2953742,2953743"
2952362,"2952361,2952363,2953743,2953744"
2952363,"2952362,2952364,2953744,2953745"
2952364,"2952363,2952365,2953745,2953746"
2952365,"2952364,2952366,2953746,2953747"
2952366,"2952365,2953747"
2952386,"2952387,2953768"
2952387,"2952386,2952388,2953768"
2952388,"2952387,2952389"
2952389,"2952388,2952390"
2952390,"2952389,2952391"
2952391,"2952390"
2952399,"2952400,2953780,2953781"
2952400,"2952399,2952401,2953781,2953782"
2952401,"2952400,2952402,2953782,2953783"
2952402,"2952401,2952403,2953783,2953784"
2952403,"2952402,2952404,2953784,2953785"
2952404,"2952403,2952405,2953785,2953786"
2952405,"2952404,2952406,2953786,2953787"
2952406,"2952405,2952407,2953787,2953788"
2952407,"2952406,2952408,2953788,2953789"
2952408,"2952407,2952409,2953789,2953790"
2952409,"2952408,2952410,2953790,2953791"
2952410,"2952409,2952411,2953791,2953792"
2952411,"2952410,2952412,2953792,2953793"
2952412,"2952411,2952413,2953793,2953794"
2952413,"2952412,2952414,2953794,2953795"
2952414,"2952413,2952415,2953795,2953796"
2952415,"2952414,2952416,2953796,2953797"
2952416,"2952415,2952417,2953797,2953798"
2952417,"2952416,2952418,2953798,2953799"
2952418,"2952417,2952419,2953799,2953800"
2952419,"2952418,2952420,2953800,2953801"
2952420,"2952419,2952421,2953801,2953802"
2952421,"2952420,2952422,2953802,2953803"
2952422,"2952421,2952423,2953803,2953804"
2952423,"2952422,2952424,2953804,2953805"
2952424,"2952423,2952425,2953805,2953806"
2952425,"2952424,2952426,2953806,2953807"
2952426,"2952425,2952427,2953807,2953808"
2952427,"2952426,2952428,2953808,2953809"
2952428,"2952427,2952429,2953809,2953810"
2952429,"2952428,2952430,2953810,2953811"
2952430,"2952429,2952431,2953811,2953812"
2952431,"2952430,2952432"
2952432,"2952431,2952433"
2952433,"2952432,2952434"
2952434,"2952433,2952435"
2952435,"2952434,2952436,2953817"
2952436,"2952435,2952437,2953817,2953818"
2952437,"2952436,2952438,2953818,2953819"
2952438,"2952437,2952439,2953819,2953820"
2952439,"2952438,2952440,2953820"
2952440,"2952439,2952441"
2952441,"2952440"
2952473,"2952474,2953855"
2952474,"2952473,2952475,2953855,2953856"
2952475,"2952474,2952476,2953856,2953857"
2952476,"2952475,2952477,2953857,2953858"
2952477,"2952476,2952478,2953858,2953859"
2952478,"2952477,2952479,2953859,2953860"
2952479,"2952478,2952480,2953860,2953861"
2952480,"2952479,2952481,2953861,2953862"
2952481,"2952480,2952482,2953862,2953863"
2952482,"2952481,2952483,2953863,2953864"
2952483,"2952482,2952484,2953864,2953865"
2952484,"2952483,2952485,2953865,2953866"
2952485,"2952484,2952486,2953866,2953867"
2952486,"2952485,2952487,2953867,2953868"
2952487,"2952486,2952488,2953868,2953869"
2952488,"2952487,2952489,2953869,2953870"
2952489,"2952488,2952490,2953870,2953871"
2952490,"2952489,2952491,2953871,2953872"
2952491,"2952490,2952492,2953872,2953873"
2952492,"2952491,2952493,2953873,2953874"
2952493,"2952492,2952494,2953874,2953875"
2952494,"2952493,2952495,2953875,2953876"
2952495,"2952494,2952496,2953876,2953877"
2952496,"2952495,2952497,2953877"
2952497,"2952496"
2953699,"2952318,2953700,2955081,2955082"
2953700,"2952318,2952319,2953699,2953701,2955082,2955083"
2953701,"2952319,2952320,2953700,2953702,2955083,2955084"
2953702,"2952320,2952321,2953701,2953703,2955084,2955085"
2953703,"2952321,2952322,2953702,2953704,2955085,2955086"
2953704,"2952322,2952323,2953703,2953705,2955086,2955087"
2953705,"2952323,2953704,2953706,2955087,2955088"
2953706,"2953705,2953707,2955088,2955089"
2953707,"2953706,2953708,2955089,2955090"
2953708,"2953707,2955090,2955091"
2953709,"2955091,2955092"
2953710,"2955092,2955093"
2953711,"2955093,2955094"
2953712,"2953713,2955094,2955095"
2953713,"2952332,2953712,2953714,2955095,2955096"
2953714,"2952332,2952333,2953713,2953715,2955096,2955097"
2953715,"2952333,2952334,2953714,2953716,2955097,2955098"
2953716,"2952334,2952335,2953715,2953717,2955098,2955099"
2953717,"2952335,2952336,2953716,2953718,2955099,2955100"
2953718,"2952336,2952337,2953717,2953719,2955100,2955101"
2953719,"2952337,2952338,2953718,2953720,2955101,2955102"
2953720,"2952338,2952339,2953719,2953721,2955102,2955103"
2953721,"2952339,2952340,2953720,2953722,2955103,2955104"
2953722,"2952340,2952341,2953721,2953723,2955104,2955105"
2953723,"2952341,2952342,2953722,2953724,2955105,2955106"
2953724,"2952342,2952343,2953723,2953725,2955106,2955107"
2953725,"2952343,2952344,2953724,2953726,2955107,2955108"
2953726,"2952344,2952345,2953725,2953727,2955108,2955109"
2953727,"2952345,2952346,2953726,2953728,2955109,2955110"
2953728,"2952346,2952347,2953727,2953729,2955110,2955111"
2953729,"2952347,2952348,2953728,2953730,2955111,2955112"
2953730,"2952348,2952349,2953729,2953731,2955112,2955113"
2953731,"2952349,2952350,2953730,2953732,2955113,2955114"
2953732,"2952350,2952351,2953731,2953733,2955114,2955115"
2953733,"2952351,2952352,2953732,2953734,2955115,2955116"
2953734,"2952352,2952353,2953733,2953735,2955116,2955117"
2953735,"2952353,2952354,2953734,2953736,2955117,2955118"
2953736,"2952354,2952355,2953735,2953737,2955118,2955119"
2953737,"2952355,2952356,2953736,2953738,2955119,2955120"
2953738,"2952356,2952357,2953737,2953739,2955120,2955121"
2953739,"2952357,2952358,2953738,2953740,2955121,2955122"
2953740,"2952358,2952359,2953739,2953741,2955122,2955123"
2953741,"2952359,2952360,2953740,2953742,2955123,2955124"
2953742,"2952360,2952361,2953741,2953743,2955124,2955125"
2953743,"2952361,2952362,2953742,2953744,2955125,2955126"
2953744,"2952362,2952363,2953743,2953745,2955126,2955127"
2953745,"2952363,2952364,2953744,2953746,2955127,2955128"
2953746,"2952364,2952365,2953745,2953747,2955128,2955129"
2953747,"2952365,2952366,2953746,2955129"
2953768,"2952386,2952387"
2953780,"2952399,2953781,2955163"
2953781,"2952399,2952400,2953780,2953782,2955163,2955164"
2953782,"2952400,2952401,2953781,2953783,2955164,2955165"
2953783,"2952401,2952402,2953782,2953784,2955165,2955166"
2953784,"2952402,2952403,2953783,2953785,2955166,2955167"
2953785,"2952403,2952404,2953784,2953786,2955167,2955168"
2953786,"2952404,2952405,2953785,2953787,2955168,2955169"
2953787,"2952405,2952406,2953786,2953788,2955169,2955170"
2953788,"2952406,2952407,2953787,2953789,2955170,2955171"
2953789,"2952407,2952408,2953788,2953790,2955171,2955172"
2953790,"2952408,2952409,2953789,2953791,2955172,2955173"
2953791,"2952409,2952410,2953790,2953792,2955173,2955174"
2953792,"2952410,2952411,2953791,2953793,2955174,2955175"
2953793,"2952411,2952412,2953792,2953794,2955175,2955176"
2953794,"2952412,2952413,2953793,2953795,2955176,2955177"
2953795,"2952413,2952414,2953794,2953796,2955177,2955178"
2953796,"2952414,2952415,2953795,2953797,2955178,2955179"
2953797,"2952415,2952416,2953796,2953798,2955179,2955180"
2953798,"2952416,2952417,2953797,2953799,2955180,2955181"
2953799,"2952417,2952418,2953798,2953800,2955181,2955182"
2953800,"2952418,2952419,2953799,2953801,2955182,2955183"
2953801,"2952419,2952420,2953800,2953802,2955183,2955184"
2953802,"2952420,2952421,2953801,2953803,2955184,2955185"
2953803,"2952421,2952422,2953802,2953804,2955185,2955186"
2953804,"2952422,2952423,2953803,2953805,2955186,2955187"
2953805,"2952423,2952424,2953804,2953806,2955187,2955188"
2953806,"2952424,2952425,2953805,2953807,2955188,2955189"
2953807,"2952425,2952426,2953806,2953808,2955189,2955190"
2953808,"2952426,2952427,2953807,2953809,2955190,2955191"
2953809,"2952427,2952428,2953808,2953810,2955191,2955192"
2953810,"2952428,2952429,2953809,2953811,2955192,2955193"
2953811,"2952429,2952430,2953810,2953812,2955193,2955194"
2953812,"2952430,2953811,2955194"
2953817,"2952435,2952436"
2953818,"2952436,2952437,2953819"
2953819,"2952437,2952438,2953818,2953820"
2953820,"2952438,2952439,2953819"
2953855,"2952473,2952474,2953856,2955238"
2953856,"2952474,2952475,2953855,2953857,2955238,2955239"
2953857,"2952475,2952476,2953856,2953858,2955239,2955240"
2953858,"2952476,2952477,2953857,2953859,2955240,2955241"
2953859,"2952477,2952478,2953858,2953860,2955241,2955242"
2953860,"2952478,2952479,2953859,2953861,2955242,2955243"
2953861,"2952479,2952480,2953860,2953862,2955243,2955244"
2953862,"2952480,2952481,2953861,2953863,2955244,2955245"
2953863,"2952481,2952482,2953862,2953864,2955245,2955246"
2953864,"2952482,2952483,2953863,2953865,2955246,2955247"
2953865,"2952483,2952484,2953864,2953866,2955247,2955248"
2953866,"2952484,2952485,2953865,2953867,2955248,2955249"
2953867,"2952485,2952486,2953866,2953868,2955249,2955250"
2953868,"2952486,2952487,2953867,2953869,2955250,2955251"
2953869,"2952487,2952488,2953868,2953870,2955251,2955252"
2953870,"2952488,2952489,2953869,2953871,2955252,2955253"
2953871,"2952489,2952490,2953870,2953872,2955253,2955254"
2953872,"2952490,2952491,2953871,2953873,2955254,2955255"
2953873,"2952491,2952492,2953872,2953874,2955255,2955256"
2953874,"2952492,2952493,2953873,2953875,2955256,2955257"
2953875,"2952493,2952494,2953874,2953876,2955257,2955258"
2953876,"2952494,2952495,2953875,2953877,2955258,2955259"
2953877,"2952495,2952496,2953876,2955259,2955260"
2953878,"2955260,2955261"
2955081,"2953699,2955082"
2955082,"2953699,2953700,2955081,2955083"
2955083,"2953700,2953701,2955082,2955084"
2955084,"2953701,2953702,2955083,2955085"
2955085,"2953702,2953703,2955084,2955086"
2955086,"2953703,2953704,2955085,2955087"
2955087,"2953704,2953705,2955086,2955088"
2955088,"2953705,2953706,2955087,2955089"
2955089,"2953706,2953707,2955088,2955090"
2955090,"2953707,2953708,2955089,2955091"
2955091,"2953708,2953709,2955090,2955092"
2955092,"2953709,2953710,2955091,2955093"
2955093,"2953710,2953711,2955092,2955094"
2955094,"2953711,2953712,2955093,2955095"
2955095,"2953712,2953713,2955094,2955096"
2955096,"2953713,2953714,2955095,2955097"
2955097,"2953714,2953715,2955096,2955098"
2955098,"2953715,2953716,2955097,2955099"
2955099,"2953716,2953717,2955098,2955100"
2955100,"2953717,2953718,2955099,2955101"
2955101,"2953718,2953719,2955100,2955102"
2955102,"2953719,2953720,2955101,2955103"
2955103,"2953720,2953721,2955102,2955104"
2955104,"2953721,2953722,2955103,2955105"
2955105,"2953722,2953723,2955104,2955106"
2955106,"2953723,2953724,2955105,2955107"
2955107,"2953724,2953725,2955106,2955108"
2955108,"2953725,2953726,2955107,2955109"
2955109,"2953726,2953727,2955108,2955110"
2955110,"2953727,2953728,2955109,2955111"
2955111,"2953728,2953729,2955110,2955112"
2955112,"2953729,2953730,2955111,2955113"
2955113,"2953730,2953731,2955112,2955114"
2955114,"2953731,2953732,2955113,2955115"
2955115,"2953732,2953733,2955114,2955116"
2955116,"2953733,2953734,2955115,2955117"
2955117,"2953734,2953735,2955116,2955118"
2955118,"2953735,2953736,2955117,2955119"
2955119,"2953736,2953737,2955118,2955120"
2955120,"2953737,2953738,2955119,2955121"
2955121,"2953738,2953739,2955120,2955122"
2955122,"2953739,2953740,2955121,2955123"
2955123,"2953740,2953741,2955122,2955124"
2955124,"2953741,2953742,2955123,2955125"
2955125,"2953742,2953743,2955124,2955126"
2955126,"2953743,2953744,2955125,2955127"
2955127,"2953744,2953745,2955126,2955128"
2955128,"2953745,2953746,2955127,2955129"
2955129,"2953746,2953747,2955128"
2955163,"2953780,2953781,2955164"
2955164,"2953781,2953782,2955163,2955165,2956546"
2955165,"2953782,2953783,2955164,2955166,2956546"
2955166,"2953783,2953784,2955165,2955167"
2955167,"2953784,2953785,2955166,2955168"
2955168,"2953785,2953786,2955167,2955169"
2955169,"2953786,2953787,2955168,2955170"
2955170,"2953787,2953788,2955169,2955171"
2955171,"2953788,2953789,2955170,2955172"
2955172,"2953789,2953790,2955171,2955173"
2955173,"2953790,2953791,2955172,2955174"
2955174,"2953791,2953792,2955173,2955175"
2955175,"2953792,2953793,2955174,2955176"
2955176,"2953793,2953794,2955175,2955177"
2955177,"2953794,2953795,2955176,2955178"
2955178,"2953795,2953796,2955177,2955179"
2955179,"2953796,2953797,2955178,2955180"
2955180,"2953797,2953798,2955179,2955181"
2955181,"2953798,2953799,2955180,2955182"
2955182,"2953799,2953800,2955181,2955183"
2955183,"2953800,2953801,2955182,2955184"
2955184,"2953801,2953802,2955183,2955185"
2955185,"2953802,2953803,2955184,2955186"
2955186,"2953803,2953804,2955185,2955187"
2955187,"2953804,2953805,2955186,2955188"
2955188,"2953805,2953806,2955187,2955189"
2955189,"2953806,2953807,2955188,2955190"
2955190,"2953807,2953808,2955189,2955191"
2955191,"2953808,2953809,2955190,2955192"
2955192,"2953809,2953810,2955191,2955193"
2955193,"2953810,2953811,2955192,2955194"
2955194,"2953811,2953812,2955193"
2955238,"2953855,2953856,2955239"
2955239,"2953856,2953857,2955238,2955240"
2955240,"2953857,2953858,2955239,2955241"
2955241,"2953858,2953859,2955240,2955242"
2955242,"2953859,2953860,2955241,2955243"
2955243,"2953860,2953861,2955242,2955244"
2955244,"2953861,2953862,2955243,2955245"
2955245,"2953862,2953863,2955244,2955246"
2955246,"2953863,2953864,2955245,2955247"
2955247,"2953864,2953865,2955246,2955248"
2955248,"2953865,2953866,2955247,2955249"
2955249,"2953866,2953867,2955248,2955250"
2955250,"2953867,2953868,2955249,2955251"
2955251,"2953868,2953869,2955250,2955252"
2955252,"2953869,2953870,2955251,2955253"
2955253,"2953870,2953871,2955252,2955254"
2955254,"2953871,2953872,2955253,2955255"
2955255,"2953872,2953873,2955254,2955256"
2955256,"2953873,2953874,2955255,2955257"
2955257,"2953874,2953875,2955256,2955258"
2955258,"2953875,2953876,2955257,2955259"
2955259,"2953876,2953877,2955258,2955260"
2955260,"2953877,2953878,2955259,2955261"
2955261,"2953878,2955260,2955262"
2955262,"2955261,2955263"
2955263,"2955262"
2956461,"2956462,2957844"
2956462,"2956461,2956463,2957844,2957845"
2956463,"2956462,2956464,2957845,2957846"
2956464,"2956463,2956465,2957846,2957847"
2956465,"2956464,2956466,2957847,2957848"
2956466,"2956465,2956467,2957848,2957849"
2956467,"2956466,2956468,2957849,2957850"
