fid,neighbours
2944104,"2944103,2944105,2945485,2945486"
2944105,"2944104,2944106,2945486,2945487"
2944106,"2944105,2944107,2945487,2945488"
2944107,"2944106,2944108,2945488,2945489"
2944108,"2944107,2944109,2945489,2945490"
2944109,"2944108,2944110,2945490,2945491"
2944110,"2944109,2944111,2945491,2945492"
2944111,"2944110,2944112,2945492,2945493"
2944112,"2944111,2944113,2945493,2945494"
2944113,"2944112,2944114,2945494,2945495"
2944114,"2944113,2944115,2945495,2945496"
2944115,"2944114,2944116,2945496,2945497"
2944116,"2944115,2944117,2945497,2945498"
2944117,"2944116,2944118,2945498,2945499"
2944118,"2944117,2944119,2945499,2945500"
2944119,"2944118,2944120,2945500,2945501"
2944120,"2944119,2944121,2945501,2945502"
2944121,"2944120,2944122,2945502,2945503"
2944122,"2944121,2944123,2945503,2945504"
2944123,"2944122,2944124,2945504,2945505"
2944124,"2944123,2944125,2945505,2945506"
2944125,"2944124,2944126,2945506,2945507"
2944126,"2944125,2944127,2945507,2945508"
2944127,"2944126,2944128,2945508,2945509"
2944128,"2944127,2944129,2945509,2945510"
2944129,"2944128,2944130,2945510,2945511"
2944130,"2944129,2944131,2945511,2945512"
2944131,"2944130,2944132,2945512,2945513"
2944132,"2944131,2944133,2945513,2945514"
2944133,"2944132,2944134,2945514,2945515"
2944134,"2944133,2944135,2945515,2945516"
2944135,"2944134,2944136,2945516,2945517"
2944136,"2944135,2944137,2945517,2945518"
2944137,"2944136,2944138,2945518,2945519"
2944138,"2944137,2944139,2945519,2945520"
2944139,"2944138,2944140,2945520,2945521"
2944140,"2944139,2944141,2945521,2945522"
2944141,"2944140,2944142,2945522,2945523"
2944142,"2944141,2944143,2945523,2945524"
2944143,"2944142,2944144,2945524,2945525"
2944144,"2944143,2944145,2945525,2945526"
2944145,"2944144,2944146,2945526,2945527"
2944146,"2944145,2944147,2945527,2945528"
2944147,"2944146,2944148,2945528,2945529"
2944148,"2944147,2944149,2945529,2945530"
2944149,"2944148,2944150,2945530,2945531"
2944150,"2944149,2944151,2945531,2945532"
2944151,"2944150,2944152,2945532,2945533"
2944152,"2944151,2944153,2945533,2945534"
2944153,"2944152,2944154,2945534,2945535"
2944154,"2944153,2944155,2945535,2945536"
2944155,"2944154,2944156,2945536,2945537"
2944156,"2944155,2944157,2945537,2945538"
2944157,"2944156,2944158,2945538,2945539"
2944158,"2944157,2945539"
2944175,"2944176"
2944176,"2944175,2944177,2945558"
2944177,"2944176,2944178,2945558,2945559"
2944178,"2944177,2944179,2945559,2945560"
2944179,"2944178,2944180,2945560,2945561"
2944180,"2944179,2944181,2945561,2945562"
2944181,"2944180,2944182,2945562,2945563"
2944182,"2944181,2944183,2945563,2945564"
2944183,"2944182,2944184,2945564,2945565"
2944184,"2944183,2944185,2945565,2945566"
2944185,"2944184,2944186,2945566,2945567"
2944186,"2944185,2944187,2945567,2945568"
2944187,"2944186,2944188,2945568,2945569"
2944188,"2944187,2944189,2945569,2945570"
2944189,"2944188,2944190,2945570,2945571"
2944190,"2944189,2944191,2945571,2945572"
2944191,"2944190,2944192,2945572,2945573"
2944192,"2944191,2944193,2945573,2945574"
2944193,"2944192,2944194,2945574,2945575"
2944194,"2944193,2944195,2945575,2945576"
2944195,"2944194,2944196,2945576,2945577"
2944196,"2944195,2944197,2945577,2945578"
2944197,"2944196,2944198,2945578,2945579"
2944198,"2944197,2944199,2945579,2945580"
2944199,"2944198,2944200,2945580,2945581"
2944200,"2944199,2944201,2945581,2945582"
2944201,"2944200,2944202,2945582,2945583"
2944202,"2944201,2944203,2945583,2945584"
2944203,"2944202,2944204,2945584,2945585"
2944204,"2944203,2944205,2945585,2945586"
2944205,"2944204,2944206,2945586,2945587"
2944206,"2944205,2944207,2945587,2945588"
2944207,"2944206,2944208,2945588,2945589"
2944208,"2944207,2944209,2945589,2945590"
2944209,"2944208,2944210,2945590,2945591"
2944210,"2944209,2944211,2945591,2945592"
2944211,"2944210,2944212,2945592,2945593"
2944212,"2944211"
2945432,"2945433"
2945433,"2944052,2945432,2945434"
2945434,"2944052,2944053,2945433,2945435"
2945435,"2944053,2944054,2945434,2945436"
2945436,"2944054,2944055,2945435,2945437"
2945437,"2944055,2944056,2945436,2945438"
2945438,"2944056,2944057,2945437,2945439"
2945439,"2944057,2944058,2945438,2945440"
2945440,"2944058,2944059,2945439,2945441"
2945441,"2944059,2944060,2945440,2945442"
2945442,"2944060,2944061,2945441,2945443"
2945443,"2944061,2944062,2945442,2945444"
2945444,"2944062,2944063,2945443,2945445"
2945445,"2944063,2944064,2945444,2945446"
2945446,"2944064,2944065,2945445,2945447"
2945447,"2944065,2944066,2945446,2945448"
2945448,"2944066,2944067,2945447,2945449"
2945449,"2944067,2944068,2945448,2945450"
2945450,"2944068,2944069,2945449,2945451"
2945451,"2944069,2944070,2945450,2945452"
2945452,"2944070,2944071,2945451,2945453"
2945453,"2944071,2944072,2945452,2945454"
2945454,"2944072,2944073,2945453,2945455"
2945455,"2944073,2944074,2945454,2945456"
2945456,"2944074,2944075,2945455,2945457"
2945457,"2944075,2944076,2945456,2945458"
2945458,"2944076,2944077,2945457,2945459"
2945459,"2944077,2944078,2945458,2945460"
2945460,"2944078,2944079,2945459,2945461"
2945461,"2944079,2944080,2945460,2945462"
2945462,"2944080,2944081,2945461,2945463"
2945463,"2944081,2944082,2945462,2945464"
2945464,"2944082,2944083,2945463,2945465"
2945465,"2944083,2944084,2945464,2945466"
2945466,"2944084,2944085,2945465"
2945475,"2945476,2946858"
2945476,"2944094,2944095,2945475,2945477,2946858"
2945477,"2944095,2944096,2945476,2945478"
2945478,"2944096,2944097,2945477,2945479"
2945479,"2944097,2944098,2945478,2945480"
2945480,"2944098,2944099,2945479,2945481"
2945481,"2944099,2944100,2945480,2945482"
2945482,"2944100,2944101,2945481,2945483"
2945483,"2944101,2944102,2945482,2945484"
2945484,"2944102,2944103,2945483,2945485"
2945485,"2944103,2944104,2945484,2945486"
2945486,"2944104,2944105,2945485,2945487"
2945487,"2944105,2944106,2945486,2945488"
2945488,"2944106,2944107,2945487,2945489"
2945489,"2944107,2944108,2945488,2945490"
2945490,"2944108,2944109,2945489,2945491"
2945491,"2944109,2944110,2945490,2945492"
2945492,"2944110,2944111,2945491,2945493"
2945493,"2944111,2944112,2945492,2945494"
2945494,"2944112,2944113,2945493,2945495"
2945495,"2944113,2944114,2945494,2945496"
2945496,"2944114,2944115,2945495,2945497"
2945497,"2944115,2944116,2945496,2945498"
2945498,"2944116,2944117,2945497,2945499"
2945499,"2944117,2944118,2945498,2945500"
2945500,"2944118,2944119,2945499,2945501"
2945501,"2944119,2944120,2945500,2945502"
2945502,"2944120,2944121,2945501,2945503"
2945503,"2944121,2944122,2945502,2945504"
2945504,"2944122,2944123,2945503,2945505"
2945505,"2944123,2944124,2945504,2945506"
2945506,"2944124,2944125,2945505,2945507"
2945507,"2944125,2944126,2945506,2945508"
2945508,"2944126,2944127,2945507,2945509"
2945509,"2944127,2944128,2945508,2945510"
2945510,"2944128,2944129,2945509,2945511"
2945511,"2944129,2944130,2945510,2945512"
2945512,"2944130,2944131,2945511,2945513"
2945513,"2944131,2944132,2945512,2945514"
2945514,"2944132,2944133,2945513,2945515"
2945515,"2944133,2944134,2945514,2945516"
2945516,"2944134,2944135,2945515,2945517"
2945517,"2944135,2944136,2945516,2945518"
2945518,"2944136,2944137,2945517,2945519"
2945519,"2944137,2944138,2945518,2945520"
2945520,"2944138,2944139,2945519,2945521"
2945521,"2944139,2944140,2945520,2945522"
2945522,"2944140,2944141,2945521,2945523"
2945523,"2944141,2944142,2945522,2945524"
2945524,"2944142,2944143,2945523,2945525"
2945525,"2944143,2944144,2945524,2945526"
2945526,"2944144,2944145,2945525,2945527"
2945527,"2944145,2944146,2945526,2945528"
2945528,"2944146,2944147,2945527,2945529"
2945529,"2944147,2944148,2945528,2945530"
2945530,"2944148,2944149,2945529,2945531"
2945531,"2944149,2944150,2945530,2945532"
2945532,"2944150,2944151,2945531,2945533"
2945533,"2944151,2944152,2945532,2945534"
2945534,"2944152,2944153,2945533,2945535"
2945535,"2944153,2944154,2945534,2945536"
2945536,"2944154,2944155,2945535,2945537"
2945537,"2944155,2944156,2945536,2945538"
2945538,"2944156,2944157,2945537,2945539"
2945539,"2944157,2944158,2945538"
2945558,"2944176,2944177"
2945559,"2944177,2944178,2945560"
2945560,"2944178,2944179,2945559,2945561"
2945561,"2944179,2944180,2945560,2945562"
2945562,"2944180,2944181,2945561,2945563"
2945563,"2944181,2944182,2945562,2945564"
2945564,"2944182,2944183,2945563,2945565"
2945565,"2944183,2944184,2945564,2945566"
2945566,"2944184,2944185,2945565,2945567"
2945567,"2944185,2944186,2945566,2945568"
2945568,"2944186,2944187,2945567,2945569"
2945569,"2944187,2944188,2945568,2945570"
2945570,"2944188,2944189,2945569,2945571"
2945571,"2944189,2944190,2945570,2945572"
2945572,"2944190,2944191,2945571,2945573"
2945573,"2944191,2944192,2945572,2945574"
2945574,"2944192,2944193,2945573,2945575"
2945575,"2944193,2944194,2945574,2945576"
2945576,"2944194,2944195,2945575,2945577"
2945577,"2944195,2944196,2945576,2945578"
2945578,"2944196,2944197,2945577,2945579"
2945579,"2944197,2944198,2945578,2945580"
2945580,"2944198,2944199,2945579,2945581"
2945581,"2944199,2944200,2945580,2945582"
2945582,"2944200,2944201,2945581,2945583"
2945583,"2944201,2944202,2945582,2945584"
2945584,"2944202,2944203,2945583,2945585"
2945585,"2944203,2944204,2945584,2945586"
2945586,"2944204,2944205,2945585,2945587"
2945587,"2944205,2944206,2945586,2945588"
2945588,"2944206,2944207,2945587,2945589"
2945589,"2944207,2944208,2945588,2945590"
2945590,"2944208,2944209,2945589,2945591"
2945591,"2944209,2944210,2945590,2945592"
2945592,"2944210,2944211,2945591,2945593"
2945593,"2944211,2945592"
2946810,"2946811,2948191,2948192"
2946811,"2946810,2946812,2948192,2948193"
2946812,"2946811,2946813,2948193,2948194"
2946813,"2946812,2946814,2948194,2948195"
2946814,"2946813,2946815,2948195,2948196"
2946815,"2946814,2946816,2948196,2948197"
2946816,"2946815,2946817,2948197"
2946817,"2946816,2946818,2948198,2948199"
2946818,"2946817,2946819,2948199,2948200"
2946819,"2946818,2946820,2948200,2948201"
2946820,"2946819,2946821,2948201,2948202"
2946821,"2946820,2946822,2948202,2948203"
2946822,"2946821,2946823,2948203,2948204"
2946823,"2946822,2946824,2948204,2948205"
2946824,"2946823,2946825,2948205,2948206"
2946825,"2946824,2946826,2948206,2948207"
2946826,"2946825,2946827,2948207,2948208"
2946827,"2946826,2946828,2948208,2948209"
2946828,"2946827,2946829,2948209,2948210"
2946829,"2946828,2946830,2948210,2948211"
2946830,"2946829,2946831,2948211,2948212"
2946831,"2946830,2946832,2948212,2948213"
2946832,"2946831,2946833,2948213,2948214"
2946833,"2946832,2946834,2948214,2948215"
2946834,"2946833,2946835,2948215,2948216"
2946835,"2946834,2946836,2948216,2948217"
2946836,"2946835,2946837,2948217,2948218"
2946837,"2946836,2946838,2948218,2948219"
2946838,"2946837,2946839,2948219,2948220"
2946839,"2946838,2946840,2948220,2948221"
2946840,"2946839,2946841,2948221,2948222"
2946841,"2946840,2946842,2948222,2948223"
2946842,"2946841,2946843,2948223,2948224"
2946843,"2946842,2946844,2948224,2948225"
2946844,"2946843,2946845,2948225,2948226"
2946845,"2946844,2946846,2948226"
2946846,"2946845"
2946858,"2945475,2945476,2946859,2948240"
2946859,"2946858,2946860,2948240,2948241"
2946860,"2946859,2946861,2948241,2948242"
2946861,"2946860,2946862,2948242,2948243"
2946862,"2946861,2946863,2948243,2948244"
2946863,"2946862,2946864,2948244,2948245"
2946864,"2946863,2946865,2948245,2948246"
2946865,"2946864,2946866,2948246,2948247"
2946866,"2946865,2946867,2948247,2948248"
2946867,"2946866,2946868,2948248,2948249"
2946868,"2946867,2946869,2948249,2948250"
2946869,"2946868,2946870,2948250,2948251"
2946870,"2946869,2946871,2948251,2948252"
2946871,"2946870,2946872,2948252,2948253"
2946872,"2946871,2946873,2948253,2948254"
2946873,"2946872,2946874,2948254,2948255"
2946874,"2946873,2946875,2948255,2948256"
2946875,"2946874,2946876,2948256,2948257"
2946876,"2946875,2946877,2948257,2948258"
2946877,"2946876,2946878,2948258,2948259"
2946878,"2946877,2946879,2948259,2948260"
2946879,"2946878,2946880,2948260,2948261"
2946880,"2946879,2946881,2948261,2948262"
2946881,"2946880,2946882,2948262,2948263"
2946882,"2946881,2946883,2948263,2948264"
2946883,"2946882,2946884,2948264,2948265"
2946884,"2946883,2946885,2948265,2948266"
2946885,"2946884,2946886,2948266,2948267"
2946886,"2946885,2946887,2948267,2948268"
2946887,"2946886,2946888,2948268,2948269"
2946888,"2946887,2946889,2948269,2948270"
2946889,"2946888,2946890,2948270,2948271"
2946890,"2946889,2946891,2948271,2948272"
2946891,"2946890,2946892,2948272,2948273"
2946892,"2946891,2946893,2948273,2948274"
2946893,"2946892,2946894,2948274,2948275"
2946894,"2946893,2946895,2948275,2948276"
2946895,"2946894,2946896,2948276,2948277"
2946896,"2946895,2946897,2948277,2948278"
2946897,"2946896,2946898,2948278,2948279"
2946898,"2946897,2946899,2948279,2948280"
2946899,"2946898,2946900,2948280,2948281"
2946900,"2946899,2946901,2948281,2948282"
2946901,"2946900,2946902,2948282,2948283"
2946902,"2946901,2946903,2948283,2948284"
2946903,"2946902,2946904,2948284,2948285"
2946904,"2946903,2946905,2948285,2948286"
2946905,"2946904,2946906,2948286,2948287"
2946906,"2946905,2946907,2948287,2948288"
2946907,"2946906,2946908,2948288,2948289"
2946908,"2946907,2946909,2948289,2948290"
2946909,"2946908,2946910,2948290,2948291"
2946910,"2946909,2946911,2948291,2948292"
2946911,"2946910,2946912,2948292,2948293"
2946912,"2946911,2946913,2948293,2948294"
2946913,"2946912,2946914,2948294,2948295"
2946914,"2946913,2946915,2948295,2948296"
2946915,"2946914,2946916,2948296,2948297"
2946916,"2946915,2946917,2948297,2948298"
2946917,"2946916,2946918,2948298"
2946918,"2946917"
2946943,"2946944,2948325"
2946944,"2946943,2946945,2948325,2948326"
2946945,"2946944,2946946,2948326,2948327"
2946946,"2946945,2946947,2948327,2948328"
2946947,"2946946,2946948,2948328,2948329"
2946948,"2946947,2946949,2948329,2948330"
2946949,"2946948,2946950,2948330,2948331"
2946950,"2946949,2946951,2948331,2948332"
2946951,"2946950,2946952,2948332,2948333"
2946952,"2946951,2946953,2948333,2948334"
2946953,"2946952,2946954,2948334,2948335"
2946954,"2946953,2946955,2948335,2948336"
2946955,"2946954,2946956,2948336,2948337"
2946956,"2946955,2946957,2948337,2948338"
2946957,"2946956,2946958,2948338,2948339"
2946958,"2946957,2946959,2948339,2948340"
2946959,"2946958,2946960,2948340,2948341"
2946960,"2946959,2946961,2948341,2948342"
2946961,"2946960,2946962,2948342,2948343"
2946962,"2946961,2946963,2948343,2948344"
2946963,"2946962,2946964,2948344,2948345"
2946964,"2946963,2946965,2948345,2948346"
2946965,"2946964,2946966,2948346,2948347"
2946966,"2946965,2946967,2948347,2948348"
2946967,"2946966,2946968,2948348,2948349"
2946968,"2946967,2946969,2948349,2948350"
2946969,"2946968,2946970,2948350,2948351"
2946970,"2946969,2946971,2948351,2948352"
2946971,"2946970,2946972,2948352,2948353"
2946972,"2946971,2946973,2948353,2948354"
2946973,"2946972,2946974,2948354,2948355"
2946974,"2946973,2946975,2948355,2948356"
2946975,"2946974,2948356"
2948191,"2946810,2948192"
2948192,"2946810,2946811,2948191,2948193"
2948193,"2946811,2946812,2948192,2948194"
2948194,"2946812,2946813,2948193,2948195"
2948195,"2946813,2946814,2948194,2948196"
2948196,"2946814,2946815,2948195,2948197"
2948197,"2946815,2946816,2948196,2948198"
2948198,"2946817,2948197,2948199"
2948199,"2946817,2946818,2948198,2948200"
2948200,"2946818,2946819,2948199,2948201"
2948201,"2946819,2946820,2948200,2948202"
2948202,"2946820,2946821,2948201,2948203"
2948203,"2946821,2946822,2948202,2948204"
2948204,"2946822,2946823,2948203,2948205"
2948205,"2946823,2946824,2948204,2948206"
2948206,"2946824,2946825,2948205,2948207"
2948207,"2946825,2946826,2948206,2948208"
2948208,"2946826,2946827,2948207,2948209"
2948209,"2946827,2946828,2948208,2948210"
2948210,"2946828,2946829,2948209,2948211"
2948211,"2946829,2946830,2948210,2948212"
2948212,"2946830,2946831,2948211,2948213"
2948213,"2946831,2946832,2948212,2948214"
2948214,"2946832,2946833,2948213,2948215"
2948215,"2946833,2946834,2948214,2948216"
2948216,"2946834,2946835,2948215,2948217"
2948217,"2946835,2946836,2948216,2948218"
2948218,"2946836,2946837,2948217,2948219"
2948219,"2946837,2946838,2948218,2948220"
2948220,"2946838,2946839,2948219,2948221"
2948221,"2946839,2946840,2948220,2948222,2949604"
2948222,"2946840,2946841,2948221,2948223,2949604"
2948223,"2946841,2946842,2948222,2948224"
2948224,"2946842,2946843,2948223,2948225"
2948225,"2946843,2946844,2948224,2948226"
2948226,"2946844,2946845,2948225"
2948240,"2946858,2946859,2948241"
2948241,"2946859,2946860,2948240,2948242"
2948242,"2946860,2946861,2948241,2948243"
2948243,"2946861,2946862,2948242,2948244"
2948244,"2946862,2946863,2948243,2948245"
2948245,"2946863,2946864,2948244,2948246"
2948246,"2946864,2946865,2948245,2948247"
2948247,"2946865,2946866,2948246,2948248"
2948248,"2946866,2946867,2948247,2948249"
2948249,"2946867,2946868,2948248,2948250"
2948250,"2946868,2946869,2948249,2948251"
2948251,"2946869,2946870,2948250,2948252"
2948252,"2946870,2946871,2948251,2948253"
2948253,"2946871,2946872,2948252,2948254"
2948254,"2946872,2946873,2948253,2948255"
2948255,"2946873,2946874,2948254,2948256"
2948256,"2946874,2946875,2948255,2948257"
2948257,"2946875,2946876,2948256,2948258"
2948258,"2946876,2946877,2948257,2948259"
2948259,"2946877,2946878,2948258,2948260"
2948260,"2946878,2946879,2948259,2948261"
2948261,"2946879,2946880,2948260,2948262"
2948262,"2946880,2946881,2948261,2948263"
2948263,"2946881,2946882,2948262,2948264"
2948264,"2946882,2946883,2948263,2948265"
2948265,"2946883,2946884,2948264,2948266"
2948266,"2946884,2946885,2948265,2948267"
2948267,"2946885,2946886,2948266,2948268"
2948268,"2946886,2946887,2948267,2948269"
2948269,"2946887,2946888,2948268,2948270"
2948270,"2946888,2946889,2948269,2948271"
2948271,"2946889,2946890,2948270,2948272"
2948272,"2946890,2946891,2948271,2948273"
2948273,"2946891,2946892,2948272,2948274"
2948274,"2946892,2946893,2948273,2948275"
2948275,"2946893,2946894,2948274,2948276"
2948276,"2946894,2946895,2948275,2948277"
2948277,"2946895,2946896,2948276,2948278"
2948278,"2946896,2946897,2948277,2948279"
2948279,"2946897,2946898,2948278,2948280"
2948280,"2946898,2946899,2948279,2948281"
2948281,"2946899,2946900,2948280,2948282"
2948282,"2946900,2946901,2948281,2948283"
2948283,"2946901,2946902,2948282,2948284"
2948284,"2946902,2946903,2948283,2948285"
2948285,"2946903,2946904,2948284,2948286"
2948286,"2946904,2946905,2948285,2948287"
2948287,"2946905,2946906,2948286,2948288"
2948288,"2946906,2946907,2948287,2948289"
2948289,"2946907,2946908,2948288,2948290"
2948290,"2946908,2946909,2948289,2948291"
2948291,"2946909,2946910,2948290,2948292"
2948292,"2946910,2946911,2948291,2948293"
2948293,"2946911,2946912,2948292,2948294"
2948294,"2946912,2946913,2948293,2948295"
2948295,"2946913,2946914,2948294,2948296"
2948296,"2946914,2946915,2948295,2948297"
2948297,"2946915,2946916,2948296"
2948298,"2946916,2946917"
2948325,"2946943,2946944,2948326"
2948326,"2946944,2946945,2948325,2948327"
2948327,"2946945,2946946,2948326,2948328"
2948328,"2946946,2946947,2948327,2948329"
2948329,"2946947,2946948,2948328,2948330"
2948330,"2946948,2946949,2948329,2948331"
2948331,"2946949,2946950,2948330,2948332"
2948332,"2946950,2946951,2948331,2948333"
2948333,"2946951,2946952,2948332,2948334"
2948334,"2946952,2946953,2948333,2948335"
2948335,"2946953,2946954,2948334,2948336"
2948336,"2946954,2946955,2948335,2948337"
2948337,"2946955,2946956,2948336,2948338"
2948338,"2946956,2946957,2948337,2948339"
2948339,"2946957,2946958,2948338,2948340"
2948340,"2946958,2946959,2948339,2948341"
2948341,"2946959,2946960,2948340,2948342"
2948342,"2946960,2946961,2948341,2948343"
2948343,"2946961,2946962,2948342,2948344"
2948344,"2946962,2946963,2948343,2948345"
2948345,"2946963,2946964,2948344,2948346"
2948346,"2946964,2946965,2948345,2948347"
2948347,"2946965,2946966,2948346,2948348"
2948348,"2946966,2946967,2948347,2948349"
2948349,"2946967,2946968,2948348,2948350"
2948350,"2946968,2946969,2948349,2948351"
2948351,"2946969,2946970,2948350,2948352"
2948352,"2946970,2946971,2948351,2948353"
2948353,"2946971,2946972,2948352,2948354"
2948354,"2946972,2946973,2948353,2948355"
2948355,"2946973,2946974,2948354,2948356"
2948356,"2946974,2946975,2948355"
2949571,"2949572,2950952,2950953"
2949572,"2949571,2949573,2950953,2950954"
2949573,"2949572,2949574,2950954,2950955"
2949574,"2949573,2949575,2950955,2950956"
2949575,"2949574,2949576,2950956,2950957"
2949576,"2949575,2949577,2950957,2950958"
2949577,"2949576,2949578,2950958,2950959"
2949578,"2949577,2949579,2950959,2950960"
2949579,"2949578,2949580,2950960,2950961"
2949580,"2949579,2949581,2950961,2950962"
2949581,"2949580,2949582,2950962,2950963"
2949582,"2949581,2949583,2950963,2950964"
2949583,"2949582,2949584,2950964,2950965"
2949584,"2949583,2949585,2950965,2950966"
2949585,"2949584,2949586,2950966,2950967"
2949586,"2949585,2949587,2950967,2950968"
2949587,"2949586,2949588,2950968,2950969"
2949588,"2949587,2949589,2950969,2950970"
2949589,"2949588,2949590,2950970,2950971"
2949590,"2949589,2949591,2950971,2950972"
2949591,"2949590,2949592,2950972,2950973"
2949592,"2949591,2949593,2950973,2950974"
2949593,"2949592,2949594,2950974,2950975"
2949594,"2949593,2949595,2950975,2950976"
2949595,"2949594,2949596,2950976,2950977"
2949596,"2949595,2949597,2950977,2950978"
2949597,"2949596,2949598,2950978,2950979"
2949598,"2949597,2949599,2950979,2950980"
2949599,"2949598,2949600,2950980,2950981"
2949600,"2949599,2949601,2950981,2950982"
2949601,"2949600,2949602,2950982,2950983"
2949602,"2949601,2949603,2950983,2950984"
2949603,"2949602,2949604,2950984,2950985"
2949604,"2948221,2948222,2949603,2949605,2950985"
2949605,"2949604"
2949622,"2949623,2951003,2951004"
2949623,"2949622,2949624,2951004,2951005"
2949624,"2949623,2949625,2951005,2951006"
2949625,"2949624,2949626,2951006,2951007"
2949626,"2949625,2949627,2951007,2951008"
2949627,"2949626,2949628,2951008,2951009"
2949628,"2949627,2949629,2951009,2951010"
2949629,"2949628,2949630,2951010"
2949630,"2949629"
2949634,"2949635"
2949635,"2949634,2949636,2951016,2951017"
2949636,"2949635,2949637,2951017,2951018"
2949637,"2949636,2949638,2951018,2951019"
2949638,"2949637,2949639,2951019,2951020"
2949639,"2949638,2949640,2951020,2951021"
2949640,"2949639,2949641,2951021,2951022"
2949641,"2949640,2949642,2951022,2951023"
2949642,"2949641,2949643,2951023,2951024"
2949643,"2949642,2949644,2951024,2951025"
2949644,"2949643,2949645,2951025,2951026"
2949645,"2949644,2949646,2951026,2951027"
2949646,"2949645,2949647,2951027,2951028"
2949647,"2949646,2949648,2951028,2951029"
2949648,"2949647,2949649,2951029,2951030"
2949649,"2949648,2949650,2951030,2951031"
2949650,"2949649,2949651,2951031,2951032"
2949651,"2949650,2949652,2951032,2951033"
2949652,"2949651,2949653,2951033,2951034"
2949653,"2949652,2949654,2951034,2951035"
2949654,"2949653,2949655,2951035,2951036"
2949655,"2949654,2949656,2951036,2951037"
2949656,"2949655,2949657,2951037,2951038"
2949657,"2949656,2949658,2951038,2951039"
2949658,"2949657,2949659,2951039,2951040"
2949659,"2949658,2949660,2951040,2951041"
2949660,"2949659,2949661,2951041,2951042"
2949661,"2949660,2949662,2951042,2951043"
2949662,"2949661,2949663,2951043,2951044"
2949663,"2949662,2949664,2951044,2951045"
2949664,"2949663,2949665,2951045,2951046"
2949665,"2949664,2949666,2951046,2951047"
2949666,"2949665,2949667,2951047,2951048"
2949667,"2949666,2949668,2951048,2951049"
2949668,"2949667,2949669,2951049,2951050"
2949669,"2949668,2949670,2951050,2951051"
2949670,"2949669,2949671,2951051,2951052"
2949671,"2949670,2949672,2951052,2951053"
2949672,"2949671,2949673,2951053,2951054"
2949673,"2949672,2949674,2951054,2951055"
2949674,"2949673,2949675,2951055,2951056"
2949675,"2949674,2949676,2951056,2951057"
2949676,"2949675,2949677,2951057,2951058"
2949677,"2949676,2949678,2951058,2951059"
2949678,"2949677,2949679,2951059"
2949679,"2949678"
2949708,"2949709,2951090"
2949709,"2949708,2949710,2951090,2951091"
2949710,"2949709,2949711,2951091,2951092"
2949711,"2949710,2949712,2951092,2951093"
2949712,"2949711,2949713,2951093,2951094"
2949713,"2949712,2949714,2951094,2951095"
2949714,"2949713,2949715,2951095,2951096"
2949715,"2949714,2949716,2951096,2951097"
2949716,"2949715,2949717,2951097,2951098"
2949717,"2949716,2949718,2951098,2951099"
2949718,"2949717,2949719,2951099,2951100"
2949719,"2949718,2949720,2951100,2951101"
2949720,"2949719,2949721,2951101,2951102"
2949721,"2949720,2949722,2951102,2951103"
2949722,"2949721,2949723,2951103,2951104"
2949723,"2949722,2949724,2951104,2951105"
2949724,"2949723,2949725,2951105,2951106"
2949725,"2949724,2949726,2951106,2951107"
2949726,"2949725,2949727,2951107,2951108"
2949727,"2949726,2949728,2951108,2951109"
2949728,"2949727,2949729,2951109,2951110"
2949729,"2949728,2949730,2951110,2951111"
2949730,"2949729,2949731,2951111,2951112"
2949731,"2949730,2949732,2951112,2951113"
2949732,"2949731,2949733,2951113,2951114"
2949733,"2949732,2949734,2951114,2951115"
2949734,"2949733,2949735,2951115,2951116"
2949735,"2949734,2949736,2951116,2951117"
2949736,"2949735,2949737,2951117"
2949737,"2949736,2949738"
2949738,"2949737"
2950936,"2950937"
2950937,"2950936,2950938"
2950938,"2950937,2950939"
2950939,"2950938"
2950951,"2950952"
2950952,"2949571,2950951,2950953"
2950953,"2949571,2949572,2950952,2950954"
2950954,"2949572,2949573,2950953,2950955"
2950955,"2949573,2949574,2950954,2950956"
2950956,"2949574,2949575,2950955,2950957"
2950957,"2949575,2949576,2950956,2950958"
2950958,"2949576,2949577,2950957,2950959"
2950959,"2949577,2949578,2950958,2950960"
2950960,"2949578,2949579,2950959,2950961"
2950961,"2949579,2949580,2950960,2950962"
2950962,"2949580,2949581,2950961,2950963"
2950963,"2949581,2949582,2950962,2950964"
2950964,"2949582,2949583,2950963,2950965"
2950965,"2949583,2949584,2950964,2950966"
2950966,"2949584,2949585,2950965,2950967"
2950967,"2949585,2949586,2950966,2950968"
2950968,"2949586,2949587,2950967,2950969"
2950969,"2949587,2949588,2950968,2950970"
2950970,"2949588,2949589,2950969,2950971"
2950971,"2949589,2949590,2950970,2950972"
2950972,"2949590,2949591,2950971,2950973"
2950973,"2949591,2949592,2950972,2950974"
2950974,"2949592,2949593,2950973,2950975"
2950975,"2949593,2949594,2950974,2950976"
2950976,"2949594,2949595,2950975,2950977"
2950977,"2949595,2949596,2950976,2950978"
2950978,"2949596,2949597,2950977,2950979"
2950979,"2949597,2949598,2950978,2950980"
2950980,"2949598,2949599,2950979,2950981"
2950981,"2949599,2949600,2950980,2950982"
2950982,"2949600,2949601,2950981,2950983"
2950983,"2949601,2949602,2950982,2950984"
2950984,"2949602,2949603,2950983,2950985"
2950985,"2949603,2949604,2950984"
2951003,"2949622,2951004"
2951004,"2949622,2949623,2951003,2951005"
2951005,"2949623,2949624,2951004,2951006"
2951006,"2949624,2949625,2951005,2951007"
