,ID,barangay_name,city_name,province_name,popden_chi,popden_eld,popden_wom,popden_w_1,popden_you,popden_all,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km,HubDist,HCFAI,Cluster
11320,3027307,Bambanin,Victoria,Oriental Mindoro,1.48713479545455,1.111906659090909,6.68169579545454,2.877179681818182,3.444773750000001,4.022243463248015,1.304614339,1.407082462,1.012391566,0.0,0,0,0,3027307,0.0429913477596818,,0.3726268,0.0
11321,3027308,Merit,Victoria,Oriental Mindoro,1.69549246534653,0.92236598019802,8.18742564356434,3.383727524752473,4.178109574257419,4.385796567103021,1.29452597,1.406199574,1.040618011,0.0,0,1,0,3027308,0.0481650819598556,,0.43096906,0.0
11322,3027309,Pasi I,Socorro,Oriental Mindoro,1.33103666666667,0.677537,5.7301155,2.429338833333333,2.892601666666666,1.456679155079412,0.758811664,1.406847596,1.050432249,1.0,0,0,0,3027309,0.0,,0.4879284,0.0
11323,3027310,Ma. Concepcion,Socorro,Oriental Mindoro,2.51056622222222,0.9508445,8.98591666666666,4.135636666666667,4.448210777777778,0.742619302900436,0.705830578,1.402363247,1.059477081,1.0,0,0,0,3027310,0.0,,0.4883919,0.0
11326,3027313,Monteverde,Socorro,Oriental Mindoro,18.979313,6.122359,70.968346,28.366931,34.234191,0.778010274781737,0.673849019,1.540876923,1.152446164,1.0,0,0,1,3027313,0.373397223423594,,0.5267215,0.0
11328,3027315,Fortuna,Socorro,Oriental Mindoro,18.979313,6.122359,70.968346,28.366931,34.234191,0.486900596555911,0.742438308,1.557320913,1.169407487,1.0,0,0,0,3027315,1.76387036135719e-13,,0.47379234,0.0
11331,3027333,Hagan,Bongabong,Oriental Mindoro,1.395661,0.966227,5.50832,1.866387,2.353629999999999,0.278176992360888,0.473487418,1.528008597,1.015882817,1.0,0,0,0,3027333,0.11103638856907,,0.49150926,0.0
11332,3027336,Lisap,Bongabong,Oriental Mindoro,4.171453,0.829781,10.97656,4.126357,5.20417,0.284994503716007,0.52682548,1.539334007,0.987865501,1.0,0,0,0,3027336,0.0403279268544928,,0.49223787,0.0
11342,3027348,Panaytayan,Mansalay,Oriental Mindoro,9.861381,3.2489058,33.0308028,14.8230472,15.4575032,0.755083689531246,0.554312088,1.606118823,1.016869763,1.0,0,0,0,3027348,0.0,,0.4870935,0.0
11345,3027351,Benli (Mangyan Settlement),Bulalacao (San Pedro),Oriental Mindoro,1.532011,0.522277,5.597064,2.324131,2.68102,0.189374618839922,0.438788903,1.572459085,1.13603131,1.0,0,0,0,3027351,5.29506288517012e-13,,0.48140588,0.0
11346,3027352,Benli (Mangyan Settlement),Bulalacao (San Pedro),Oriental Mindoro,1.7040598,0.5117672,5.7754414,2.390768,2.7601592,0.161204553824642,0.438788903,1.572459085,1.13603131,1.0,0,0,0,3027352,1.76387036135719e-13,,0.48140588,0.0
11347,3027353,Benli (Mangyan Settlement),Bulalacao (San Pedro),Oriental Mindoro,2.392255,0.469728,6.488951,2.657316000000001,3.076715999999999,0.225485638821081,0.438788903,1.572459085,1.13603131,1.0,0,0,0,3027353,0.0,,0.48140588,0.0
11349,3027355,Benli (Mangyan Settlement),Bulalacao (San Pedro),Oriental Mindoro,2.392255,0.469728,6.488951,2.657316,3.076716,0.293971867156281,0.438788903,1.572459085,1.13603131,1.0,0,0,1,3027355,3.53119252381292e-13,,0.5311589,1.0
11350,3027356,Benli (Mangyan Settlement),Bulalacao (San Pedro),Oriental Mindoro,2.392255,0.469728,6.488951,2.657316,3.076716,0.284991495206322,0.438788903,1.572459085,1.13603131,1.0,0,0,0,3027356,1.76387036135719e-13,,0.48140588,0.0
11351,3027357,Cambunang (Pob.),Bulalacao (San Pedro),Oriental Mindoro,1.587008,0.561063,5.546513,2.628983,2.661044,0.447188052725285,1.125397363,1.543098338,1.058648513,1.0,0,0,0,3027357,0.0,,0.4755695,0.0
11352,3027358,Benli (Mangyan Settlement),Bulalacao (San Pedro),Oriental Mindoro,1.587008,0.561063,5.546513,2.628983,2.661044,0.637123737011997,0.438788903,1.572459085,1.13603131,1.0,0,0,0,3027358,3.52774072271438e-13,,0.48140588,0.0
11353,3027359,Bagong Sikat,Bulalacao (San Pedro),Oriental Mindoro,1.587008,0.561063,5.546513,2.628983,2.661044,0.619428642541697,0.904197921,1.52871091,1.044043367,1.0,0,0,0,3027359,0.0,,0.48129937,0.0
11354,3027360,Cabugao,Bulalacao (San Pedro),Oriental Mindoro,1.70280641666667,0.55860225,5.72087858333334,2.650356833333332,2.707588333333332,0.521237264605279,0.648594759,1.519234353,1.11490895,0.0,0,0,0,3027360,0.0,,0.37289417,0.0
11355,3027361,Bagong Sikat,Bulalacao (San Pedro),Oriental Mindoro,2.28494,1.127823,8.758937,3.67641,4.262292000000001,0.443091267011535,0.904197921,1.52871091,1.044043367,0.0,0,0,0,3027361,1.76387036135719e-13,,0.3730848,0.0
11356,3027362,Maujao,Bulalacao (San Pedro),Oriental Mindoro,2.28494,1.127823,8.758937,3.676410000000002,4.262292000000002,1.011114128668543,1.227088904,1.505916449,0.92186016,0.0,0,1,1,3027362,0.0,,0.48538652,0.0
11357,3027363,Maujao,Bulalacao (San Pedro),Oriental Mindoro,1.2628524137931,0.544685758620689,4.56118389655173,1.859077586206896,2.26153131034483,1.355718550309211,1.227088904,1.505916449,0.92186016,0.0,0,1,1,3027363,0.128995795959314,,0.48538652,0.0
11360,3028675,Poblacion I (Barangay I),Naujan,Oriental Mindoro,1.48287653424658,1.089158095890412,7.24067753424656,2.615489410958902,3.671735506849321,14.441906278416262,1.288346364,1.5077703,0.788983658,0.0,0,0,1,3027294,1.03797927238243,,0.42261907,0.0
11361,3028676,Santa Cruz,Naujan,Oriental Mindoro,1.02510758490566,0.749068213836479,4.79126680503144,1.706538811320754,2.209969742138371,6.891941278813834,1.315083398,1.50402391,0.759349768,0.0,0,0,1,3028676,0.0646187689760997,,0.42429677,0.0
11362,3028677,Santiago,Naujan,Oriental Mindoro,2.417653015625,1.733587984374999,10.130050921875,3.530624625000002,4.655910906249998,2.694353171274172,1.302040008,1.50441583,0.799319716,0.0,0,0,1,3028677,3.52774072271438e-13,,0.4218057,0.0
11363,3028678,Bancuro,Naujan,Oriental Mindoro,0.636759404958679,0.446379314049586,2.54148096694214,0.907701256198347,1.122727942148762,1.934944792007896,1.293755872,1.497222614,0.758130863,0.0,0,0,1,3028678,0.0,,0.424953,0.0
11364,3028679,Bancuro,Naujan,Oriental Mindoro,1.27853,1.001613000000002,5.14357899999999,1.885390000000001,2.150522999999999,4.373312248263443,1.293755872,1.497222614,0.758130863,1.0,0,0,0,3028679,0.0,,0.49694028,0.0
11365,3028680,Dao,Naujan,Oriental Mindoro,0.752995429319373,0.358566497382198,2.70140605235603,0.957436403141361,1.328538895287956,3.732611379573043,1.340645506,1.486288071,0.770841881,0.0,0,0,1,3028680,0.0,,0.42366552,0.0
11366,3028681,Laguna,Naujan,Oriental Mindoro,0.737305,0.28868,2.391364,0.830931,1.197633,1.643482947433499,1.322296607,1.466736899,0.811715695,0.0,0,0,0,3028681,3.52774072271438e-13,,0.3816458,0.0
11367,3028682,Santa Isabel,Naujan,Oriental Mindoro,95.2775575,48.0458805,374.941066,128.7147345,166.8962175,3.16836104016555,1.291554574,1.482739131,0.821455181,0.0,0,0,0,3028682,0.0006483166141619,,0.38110447,0.0
11368,3028683,San Pedro,Naujan,Oriental Mindoro,2.604414,1.289936,9.5131305,3.843891,4.595863,1.55322994955799,1.256670686,1.453117561,0.860166591,0.0,0,0,0,3028683,0.0,,0.38022065,0.0
11369,3028684,Urdaneta,Victoria,Oriental Mindoro,3.65190661111111,1.752136999999999,13.6572688888889,5.65462611111111,6.58510838888889,2.153475735480325,1.291676969,1.428672671,0.860795324,0.0,0,0,0,3028684,1.76387036135719e-13,,0.38035226,0.0
11370,3028685,San Narciso,Victoria,Oriental Mindoro,3.68830730769231,1.694333538461539,13.9346636923077,5.884733615384614,6.799513846153846,3.305813810281586,1.281664418,1.423943138,0.910892723,0.0,0,0,0,3028685,0.0,,0.3778817,0.0
11371,3028686,Malabo,Victoria,Oriental Mindoro,3.6147254680851,1.018232680851064,11.5823958297872,4.46749597872341,5.600279744680854,4.7733217767767,1.293693558,1.419104712,0.943676423,0.0,0,0,0,3028686,0.135798599779109,,0.3760876,0.0
11372,3028687,Malabo,Victoria,Oriental Mindoro,1.55754231818182,0.420715909090909,5.18285727272727,2.363168181818183,2.649612954545454,4.023203121579212,1.293693558,1.419104712,0.943676423,0.0,0,0,0,3028687,0.102454059693118,,0.3760876,0.0
11375,3028690,Pasi II,Socorro,Oriental Mindoro,1.03058722377622,0.643983237762237,4.92855851048951,2.035329608391606,2.469063972027971,3.515954123493052,1.183112074,1.409549117,1.054049774,0.0,0,1,1,3028690,0.107967201976332,,0.47964612,0.0
11376,3028691,Batong Dalig,Socorro,Oriental Mindoro,1.445322,0.765623666666667,6.26901633333333,2.895532333333334,3.092955,1.027617653280916,0.916372212,1.482175191,1.060534764,1.0,0,1,1,3028691,0.0,,0.599127,1.0
11377,3028692,Happy Valley,Socorro,Oriental Mindoro,1.567912,0.832089333333333,6.81249266666667,3.107808666666667,3.389277,0.373963747502637,0.975680501,1.443915685,1.083978592,1.0,0,0,0,3028692,0.0,,0.47999698,0.0
11380,3028695,Fortuna,Socorro,Oriental Mindoro,4.71492,2.726913,19.598586,6.227917,8.515005,1.356410177205415,0.742438308,1.557320913,1.169407487,1.0,0,0,0,3028695,0.0,,0.47379234,0.0
11381,3028696,Fortuna,Socorro,Oriental Mindoro,0.525657,0.358684,2.486049,1.212103,1.317235,0.503075962984941,0.742438308,1.557320913,1.169407487,1.0,0,0,0,3028696,3.53119252381293e-13,,0.47379234,0.0
11382,3028697,Fortuna,Socorro,Oriental Mindoro,4.387678,1.334905,15.624949,6.565105,7.932835,0.402936762165741,0.742438308,1.557320913,1.169407487,1.0,0,0,0,3028697,0.0209911587819938,,0.47379234,0.0
11385,3028714,Hagan,Bongabong,Oriental Mindoro,1.395661,0.966227,5.50832,1.866387,2.35363,0.337878420605516,0.473487418,1.528008597,1.015882817,1.0,0,0,0,3028714,0.0,,0.49150926,0.0
11388,3028718,Lisap,Bongabong,Oriental Mindoro,4.171453,0.829781,10.97656,4.126357,5.204170000000002,0.536455245572569,0.52682548,1.539334007,0.987865501,1.0,0,0,0,3028718,0.0273891205545436,,0.49223787,0.0
11398,3028729,Panaytayan,Mansalay,Oriental Mindoro,19.459469,4.920501000000002,55.213462,21.919720000000005,24.41706,1.274281261982429,0.554312088,1.606118823,1.016869763,1.0,0,0,0,3028729,1.76732216245574e-13,,0.4870935,0.0
11401,3028732,Panaytayan,Mansalay,Oriental Mindoro,1.532011,0.522277,5.597064,2.324131,2.68102,0.154698029658954,0.554312088,1.606118823,1.016869763,1.0,0,0,0,3028732,0.0,,0.4870935,0.0
11402,3028733,Benli (Mangyan Settlement),Bulalacao (San Pedro),Oriental Mindoro,1.532011,0.522277,5.597064,2.324131,2.68102,0.110599746927619,0.438788903,1.572459085,1.13603131,1.0,0,0,0,3028733,3.53119252381292e-13,,0.48140588,0.0
11403,3028734,Benli (Mangyan Settlement),Bulalacao (San Pedro),Oriental Mindoro,2.392255,0.469728,6.488951,2.657316,3.076716,0.16187083810358,0.438788903,1.572459085,1.13603131,1.0,0,0,0,3028734,0.0,,0.48140588,0.0
11404,3028735,Benli (Mangyan Settlement),Bulalacao (San Pedro),Oriental Mindoro,2.392255,0.469728,6.48895099999999,2.657315999999999,3.076716000000002,0.210148404603892,0.438788903,1.572459085,1.13603131,1.0,0,0,0,3028735,1.76387036135719e-13,,0.48140588,0.0
11405,3028736,Benli (Mangyan Settlement),Bulalacao (San Pedro),Oriental Mindoro,2.392255,0.469728,6.488951,2.657316000000001,3.076715999999999,0.268234795248005,0.438788903,1.572459085,1.13603131,1.0,0,0,0,3028736,3.52774072271438e-13,,0.48140588,0.0
11406,3028737,Benli (Mangyan Settlement),Bulalacao (San Pedro),Oriental Mindoro,2.392255,0.469728,6.488951,2.657316,3.076716,0.33021781585663,0.438788903,1.572459085,1.13603131,1.0,0,0,0,3028737,0.0,,0.48140588,0.0
11407,3028738,Cambunang (Pob.),Bulalacao (San Pedro),Oriental Mindoro,2.078461,0.5955475,6.4280305,2.76245,3.079461,0.440912343825854,1.125397363,1.543098338,1.058648513,1.0,0,0,1,3028738,5.29161108407157e-13,,0.5253621,0.0
11408,3028739,Cambunang (Pob.),Bulalacao (San Pedro),Oriental Mindoro,1.6039279047619,0.576330047619048,5.6246650952381,2.651706904761907,2.701154666666667,0.752413118475318,1.125397363,1.543098338,1.058648513,1.0,0,0,0,3028739,0.0,,0.4755695,0.0
11409,3028740,Cambunang (Pob.),Bulalacao (San Pedro),Oriental Mindoro,1.71492248,0.67648188,6.13734284,2.80077572,2.96428064,1.170313468670255,1.125397363,1.543098338,1.058648513,0.0,0,0,0,3028740,0.0,,0.3691871,0.0
11410,3028741,Cambunang (Pob.),Bulalacao (San Pedro),Oriental Mindoro,1.587008,0.561063,5.546513,2.628982999999999,2.661044,0.859998196889992,1.125397363,1.543098338,1.058648513,1.0,0,0,1,3028741,1.76387036135719e-13,,0.5253621,0.0
11411,3028742,Bagong Sikat,Bulalacao (San Pedro),Oriental Mindoro,1.587008,0.561063,5.546513,2.628983,2.661044,0.782517790583755,0.904197921,1.52871091,1.044043367,0.0,0,0,0,3028742,1.76732216245574e-13,,0.3730848,0.0
11412,3028743,Campaasan (Pob.),Bulalacao (San Pedro),Oriental Mindoro,2.28494,1.127823,8.758937,3.67641,4.262292000000001,0.609218612739018,1.123563143,1.541537285,0.938022318,0.0,0,0,0,3028743,0.0,,0.3755134,0.0
11413,3028744,Maujao,Bulalacao (San Pedro),Oriental Mindoro,2.28494,1.127823,8.758937,3.676410000000001,4.262292000000002,1.166838430286793,1.227088904,1.505916449,0.92186016,0.0,0,1,0,3028744,0.0,,0.43710318,0.0
11415,3030059,Kalinisan,Naujan,Oriental Mindoro,0.736606173913043,0.574507782608696,3.46376704347826,1.199152260869566,1.532960652173911,6.614137188497796,1.327219726,1.502462196,0.75522628,0.0,0,0,1,3030059,0.14848429359118,,0.42442462,0.0
11416,3030060,Kalinisan,Naujan,Oriental Mindoro,0.39213,0.425503,2.01071,0.542307999999999,0.859349000000001,0.732936678703081,1.327219726,1.502462196,0.75522628,0.0,0,0,0,3030060,1.76387036135719e-13,,0.3837791,0.0
11417,3030061,Bancuro,Naujan,Oriental Mindoro,0.795952535433072,0.678177007874016,3.54452575590551,1.174882236220474,1.539604999999999,1.496313656090011,1.293755872,1.497222614,0.758130863,1.0,0,0,1,3030061,0.0,,0.54626346,1.0
11418,3030062,Concepcion,Naujan,Oriental Mindoro,1.310288,0.947868,6.049629,1.979372,2.690273,0.837622606208627,1.323431124,1.492312622,0.761168118,1.0,0,0,0,3030062,0.0,,0.49633044,0.0
11419,3030063,Dao,Naujan,Oriental Mindoro,0.978737280303033,0.550369409090909,3.88346031060606,1.304025765151514,1.807764969696967,2.168025626053273,1.340645506,1.486288071,0.770841881,1.0,0,0,1,3030063,0.0,,0.54487073,1.0
11420,3030064,Laguna,Naujan,Oriental Mindoro,2.060769,0.750886999999999,7.583963,2.769940000000001,3.404022999999997,3.971572626240646,1.322296607,1.466736899,0.811715695,1.0,0,0,1,3030064,0.224207964001311,,0.5428813,1.0
11425,3030072,Pasi II,Socorro,Oriental Mindoro,1.173452,0.739785,5.828996,2.423434,2.716797,3.771318316459656,1.183112074,1.409549117,1.054049774,0.0,0,0,0,3030072,0.0685603217872096,,0.3719507,0.0
11426,3030073,Happy Valley,Socorro,Oriental Mindoro,1.214816,0.7524866,5.95115384,2.495166079999998,2.794301160000004,2.560834665113771,0.975680501,1.443915685,1.083978592,1.0,0,1,1,3030073,2.89458016301455e-05,,0.5979041,1.0
11427,3030074,Happy Valley,Socorro,Oriental Mindoro,1.690502,0.898555,7.355969,3.320085000000001,3.685598999999997,0.91531102448179,0.975680501,1.443915685,1.083978592,1.0,0,0,0,3030074,0.0,,0.47999698,0.0
11428,3030075,Monteverde,Socorro,Oriental Mindoro,3.016815,1.552772,12.311266,5.567798,6.188907,0.832374908582903,0.673849019,1.540876923,1.152446164,1.0,0,0,0,3030075,0.0,,0.47693205,0.0
11429,3030076,Monteverde,Socorro,Oriental Mindoro,2.3274046,1.225916,9.9733376,4.660070800000002,5.0944346,0.641976642399503,0.673849019,1.540876923,1.152446164,0.0,0,0,1,3030076,3.52774072271438e-13,,0.4076713,0.0
11430,3030077,Monteverde,Socorro,Oriental Mindoro,3.318499,1.937503333333334,13.894407,4.555979,6.115748333333334,1.039846687669485,0.673849019,1.540876923,1.152446164,1.0,0,0,0,3030077,0.0,,0.47693205,0.0
11431,3030078,Fortuna,Socorro,Oriental Mindoro,0.525657,0.358684,2.486049,1.212102999999999,1.317234999999998,0.567880945747549,0.742438308,1.557320913,1.169407487,1.0,0,0,1,3030078,0.0,,0.5235834,0.0
11432,3030079,Fortuna,Socorro,Oriental Mindoro,0.525657,0.358684,2.486049,1.212103,1.317235,0.527201961043855,0.742438308,1.557320913,1.169407487,1.0,0,0,0,3030079,3.53119252381292e-13,,0.47379234,0.0
11434,3030081,Sabang,Pinamalayan,Oriental Mindoro,4.387678,1.334905,15.624949,6.565105000000002,7.932834999999998,0.607830182642772,0.80306577,1.538656076,1.215993041,1.0,0,0,0,3030081,0.0350733218630962,,0.46983853,0.0
11436,3030084,Buong Lupa,Gloria,Oriental Mindoro,1.820291,0.546087,6.861095,3.178507,3.290525,0.291602422446663,0.7274416,1.526382234,1.161369413,1.0,0,0,0,3030084,0.0852787830842214,,0.47578505,0.0
11440,3030097,Hagan,Bongabong,Oriental Mindoro,0.860785857142857,0.542838714285714,3.66700228571429,1.529711571428571,1.760798285714286,0.364391929404417,0.473487418,1.528008597,1.015882817,1.0,0,0,0,3030097,3.0864541309759098e-12,,0.49150926,0.0
11443,3030100,Lisap,Bongabong,Oriental Mindoro,4.171453,0.829781,10.97656,4.126357,5.20417,0.317322091527388,0.52682548,1.539334007,0.987865501,1.0,0,0,0,3030100,0.0,,0.49223787,0.0
11444,3030101,Lisap,Bongabong,Oriental Mindoro,4.171453,0.829781,10.97656,4.126357,5.20417,0.647773129244645,0.52682548,1.539334007,0.987865501,1.0,0,0,0,3030101,0.0,,0.49223787,0.0
11445,3030102,Lisap,Bongabong,Oriental Mindoro,4.171453,0.829781,10.97656,4.126357,5.20417,0.219312234222889,0.52682548,1.539334007,0.987865501,1.0,0,0,0,3030102,0.0174846737215326,,0.49223787,0.0
11453,3030111,Panaytayan,Mansalay,Oriental Mindoro,19.459469,4.920501,55.213462,21.91972,24.41706,0.972629747416021,0.554312088,1.606118823,1.016869763,1.0,0,0,0,3030111,1.76387036135719e-13,,0.4870935,0.0
11454,3030112,Panaytayan,Mansalay,Oriental Mindoro,7.461859,2.831007,27.485138,13.048879,13.217614,0.573753633789797,0.554312088,1.606118823,1.016869763,1.0,0,0,0,3030112,0.0,,0.4870935,0.0
11457,3030115,Benli (Mangyan Settlement),Bulalacao (San Pedro),Oriental Mindoro,1.532011,0.522277,5.597064,2.324131,2.68102,0.105299358170295,0.438788903,1.572459085,1.13603131,1.0,0,0,0,3030115,7.05548144542876e-13,,0.48140588,0.0
11459,3030117,Benli (Mangyan Settlement),Bulalacao (San Pedro),Oriental Mindoro,2.392255,0.469728,6.488951,2.657316,3.076716,0.188051586349805,0.438788903,1.572459085,1.13603131,1.0,0,0,0,3030117,0.0,,0.48140588,0.0
11460,3030118,Benli (Mangyan Settlement),Bulalacao (San Pedro),Oriental Mindoro,2.392255,0.469728,6.488951,2.657316,3.076716,0.22095005419566,0.438788903,1.572459085,1.13603131,1.0,0,0,0,3030118,0.0,,0.48140588,0.0
11461,3030119,Nasukob (Pob.),Bulalacao (San Pedro),Oriental Mindoro,2.392255,0.469728,6.488951,2.657316,3.076716,0.289088501529375,1.11835993,1.54356826,1.041684633,1.0,0,0,0,3030119,1.76732216245574e-13,,0.4769644,0.0
11462,3030120,Nasukob (Pob.),Bulalacao (San Pedro),Oriental Mindoro,2.4282435,0.534661666666667,6.86356138888889,2.810829555555556,3.261890888888888,0.499137248341919,1.11835993,1.54356826,1.041684633,1.0,0,0,0,3030120,1.76387036135719e-13,,0.4769644,0.0
11464,3030122,Cambunang (Pob.),Bulalacao (San Pedro),Oriental Mindoro,1.764667,0.721367,6.36711,2.867584,3.082206,1.879534231855514,1.125397363,1.543098338,1.058648513,0.0,0,0,1,3030122,3.11098690187015e-12,,0.40652886,0.0
11465,3030123,Cambunang (Pob.),Bulalacao (San Pedro),Oriental Mindoro,1.82232029411765,0.744383911764706,6.58848829411766,2.94680464705882,3.194718735294122,2.013701447358368,1.125397363,1.543098338,1.058648513,1.0,0,0,1,3030123,0.0,,0.5253621,0.0
11466,3030124,Cambunang (Pob.),Bulalacao (San Pedro),Oriental Mindoro,3.724879,1.503942,13.893972,5.561086,6.907639,2.699257485883336,1.125397363,1.543098338,1.058648513,0.0,0,0,0,3030124,0.0,,0.3691871,0.0
11467,3030125,Campaasan (Pob.),Bulalacao (San Pedro),Oriental Mindoro,2.28494,1.127823,8.758937,3.67641,4.262292000000001,1.611507161346004,1.123563143,1.541537285,0.938022318,0.0,0,0,0,3030125,1.76387036135719e-13,,0.3755134,0.0
11469,3030127,Maujao,Bulalacao (San Pedro),Oriental Mindoro,2.28494,1.127823,8.758937,3.676410000000002,4.262292000000002,1.78398604865198,1.227088904,1.505916449,0.92186016,0.0,0,0,1,3030127,0.0337033000523746,,0.41485634,0.0
11470,3031441,San Jose,Naujan,Oriental Mindoro,0.740319333333333,0.652830333333333,3.24314666666667,1.157937333333333,1.523598333333333,2.135647213634323,1.30799035,1.501943588,0.754381123,0.0,0,0,0,3031441,0.180357775325699,,0.38410512,0.0
11471,3031442,Melgar A,Naujan,Oriental Mindoro,0.924465230769231,0.829911538461539,4.0395146,1.495463846153845,1.907334199999999,1.235691186617798,0.732336381,1.491339326,0.754935494,0.0,0,0,1,3031442,0.0,,0.4348575,0.0
11472,3031443,Melgar A,Naujan,Oriental Mindoro,1.2538425,1.2575245,6.2384165,2.0374085,2.718621,0.680517252692035,0.732336381,1.491339326,0.754935494,1.0,0,0,0,3031443,0.0,,0.50791705,0.0
11473,3031444,Concepcion,Naujan,Oriental Mindoro,1.310288,0.947868,6.049629,1.979372,2.690273,0.679783121695821,1.323431124,1.492312622,0.761168118,1.0,0,0,0,3031444,0.0,,0.49633044,0.0
11474,3031445,Bayani,Naujan,Oriental Mindoro,2.060769,0.750886999999999,7.583963,2.769940000000001,3.404022999999997,2.408212767826521,1.328970471,1.459602356,0.791950704,1.0,0,0,1,3031445,0.0234776894893061,,0.5444626,1.0
11475,3031446,Bayani,Naujan,Oriental Mindoro,2.060769,0.750887,7.583963,2.769939999999999,3.404023,3.640939461720454,1.328970471,1.459602356,0.791950704,1.0,0,0,0,3031446,0.121228061651986,,0.49506295,0.0
11476,3031454,Batong Dalig,Socorro,Oriental Mindoro,2.49158345,1.64382555,11.9199413,4.822178350000002,5.9620062,2.34918595065037,0.916372212,1.482175191,1.060534764,1.0,0,0,0,3031454,0.119647816357461,,0.48149937,0.0
11477,3031455,Batong Dalig,Socorro,Oriental Mindoro,5.56077048484849,2.740268424242426,23.3890765454545,9.720868757575754,11.15274815151516,4.723843739647748,0.916372212,1.482175191,1.060534764,1.0,0,1,1,3031455,0.0,,0.599127,1.0
11478,3031456,Happy Valley,Socorro,Oriental Mindoro,5.6475566,2.7593866,23.6849402,9.8503578,11.2700142,1.262894572296613,0.975680501,1.443915685,1.083978592,1.0,0,0,0,3031456,0.0,,0.47999698,0.0
11479,3031457,Subaan,Socorro,Oriental Mindoro,3.016815,1.552772,12.311266,5.567798000000002,6.188907,0.946157923676598,0.845350181,1.578004837,1.114206658,0.0,0,0,1,3031457,0.0,,0.4063116,0.0
11481,3031459,Fortuna,Socorro,Oriental Mindoro,1.12412314285714,0.697002428571429,4.93069714285714,1.928647857142856,2.345487857142857,0.72321244287239,0.742438308,1.557320913,1.169407487,0.0,0,1,1,3031459,0.0,,0.47379234,0.0
11482,3031460,Fortuna,Socorro,Oriental Mindoro,0.663586321428572,0.393549035714286,2.95529542857143,1.403281642857142,1.553506428571428,0.451282609622557,0.742438308,1.557320913,1.169407487,1.0,0,0,0,3031460,1.76387036135719e-13,,0.47379234,0.0
11483,3031461,Sabang,Pinamalayan,Oriental Mindoro,4.387678,1.334905,15.624949,6.565105000000002,7.932834999999998,1.34080631343218,0.80306577,1.538656076,1.215993041,1.0,0,0,0,3031461,0.0661957640829939,,0.46983853,0.0
11484,3031462,Sabang,Pinamalayan,Oriental Mindoro,4.387678,1.334905,15.624949,6.565105,7.932835,1.093812266985575,0.80306577,1.538656076,1.215993041,1.0,0,0,0,3031462,0.0355686518493825,,0.46983853,0.0
11485,3031463,Buong Lupa,Gloria,Oriental Mindoro,4.387678,1.334905,15.624949,6.565105,7.932835,0.644028703983013,0.7274416,1.526382234,1.161369413,1.0,0,1,0,3031463,0.386065909532526,,0.5498403,1.0
11486,3031464,Buong Lupa,Gloria,Oriental Mindoro,1.820291,0.546087,6.861095,3.178507,3.290525,0.264867309015244,0.7274416,1.526382234,1.161369413,1.0,0,0,0,3031464,0.165969091848062,,0.47578505,0.0
11487,3031465,Buong Lupa,Gloria,Oriental Mindoro,1.820291,0.546087,6.861095,3.178507,3.290525,0.235963879088005,0.7274416,1.526382234,1.161369413,1.0,0,0,0,3031465,0.0,,0.47578505,0.0
11489,3031467,Mirayan,Gloria,Oriental Mindoro,1.51111,0.798554,6.314721,2.162239,2.715084,0.181569054722786,0.750701071,1.487377391,1.171371626,1.0,0,0,0,3031467,0.243531374248236,,0.47599852,0.0
11490,3031468,Manguyang,Gloria,Oriental Mindoro,1.037784,0.50474,3.585071,1.4812,1.792535,0.172948235158245,1.09876571,1.449555302,1.137037869,1.0,0,0,0,3031468,0.0956290233834641,,0.47350314,0.0
11494,3031479,Hagan,Bongabong,Oriental Mindoro,0.77164,0.472274,3.360116,1.473599,1.661993000000001,0.604135784364882,0.473487418,1.528008597,1.015882817,1.0,0,0,0,3031479,3.53119252381292e-13,,0.49150926,0.0
11495,3031480,Lisap,Bongabong,Oriental Mindoro,1.9439605,0.71434925,6.5676845,2.539366249999999,3.039974000000001,0.766316009685397,0.52682548,1.539334007,0.987865501,1.0,0,0,0,3031480,0.0703893228430912,,0.49223787,0.0
11497,3031482,Lisap,Bongabong,Oriental Mindoro,4.125535025,0.8289125,10.89306785,4.095563625000003,5.161548275000004,0.984352473656617,0.52682548,1.539334007,0.987865501,1.0,0,0,0,3031482,0.0,,0.49223787,0.0
11498,3031483,Lisap,Bongabong,Oriental Mindoro,4.171453,0.829781,10.97656,4.126357,5.20417,0.523478870484846,0.52682548,1.539334007,0.987865501,1.0,0,0,0,3031483,0.150014533226681,,0.49223787,0.0
11506,3031493,Panaytayan,Mansalay,Oriental Mindoro,7.461859,2.831007,27.485138,13.048879,13.217614,1.114719281137621,0.554312088,1.606118823,1.016869763,1.0,0,0,0,3031493,0.0,,0.4870935,0.0
11507,3031494,Panaytayan,Mansalay,Oriental Mindoro,7.461859,2.831007,27.485138,13.048879,13.217614,0.463066438833872,0.554312088,1.606118823,1.016869763,1.0,0,0,0,3031494,0.0,,0.4870935,0.0
11508,3031495,Panaytayan,Mansalay,Oriental Mindoro,4.496935,1.676642,16.541101,7.686505,7.949317,0.452683516560083,0.554312088,1.606118823,1.016869763,1.0,0,0,0,3031495,0.0,,0.4870935,0.0
