,ID,bg_id,barangay_name,city_name,province_name,region_name,RHU_Presence,Road_Presence,POI_Presence,buildability_landcov,Nearest_RHU,Distance_to_Nearest_RHU_km,drought_value,flood_probability_value,rain intensity_value,popden_chi,popden_eld,popden_all,popden_wom,popden_w_1,popden_you,Cluster,HCFAI,Cluster
10,2725057,bg-39130,Sapa,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2950371,245.6478745495596,0.542619826,0.641394842,0.750640726,136.720017,46.7832870000001,1034.699175,514.11657,258.740079,193.629342,0,0.49312875,0
11,2725059,bg-39122,Pawan,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2950371,244.6340472606165,0.542513326,0.613796792,0.758289003,87.38115,37.292474,653.281368,331.190254,169.423689,112.876991,0,0.48944113,0
12,2725060,bg-39116,Boki,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2950371,244.16521437571367,0.544660505,0.621251121,0.770480076,47.517252,20.698827,659.027817,330.339958,184.449691,139.839151,0,0.4890444,0
13,2726440,bg-39126,Umus Mataha,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2950371,244.04438926234675,0.535090556,0.4526877,0.754137802,105.80075,26.494958,621.760379000001,306.711575000001,145.372627,97.4865720000001,0,0.49000973,0
14,2726442,bg-39116,Boki,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2950371,243.02256769416937,0.544660505,0.621251121,0.770480076,37.647993,8.79159300000001,355.927731999999,179.544125,94.4825349999999,78.7589319999998,0,0.48027092,0
15,2727820,bg-39117,Duhul Batu,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2950371,243.07475203819183,0.542619652,0.444599224,0.746378217,47.6701800000001,8.11622499999998,302.973113999999,144.757181,69.8615719999999,52.8071600000001,0,0.47926894,0
16,2727821,bg-39130,Sapa,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2950371,242.96204051497384,0.542619826,0.641394842,0.750640726,42.721328,9.92226799999999,321.818872,154.425164,77.8446239999998,61.7252160000001,0,0.47735232,0
17,2727822,bg-39129,Lubbak Parang,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,0.0,2950371,242.43509650987616,0.542922282,0.621251121,0.751325798,14.446946,11.824116,271.417100000001,132.273731,75.5190309999998,66.6171870000001,0,0.48651734,0
18,2727823,bg-39121,Mahalo,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2950371,241.91825268164112,0.543052851,0.603980647,0.751718044,34.345231,7.77110100000001,318.08307,160.518976,83.8434059999999,69.6722769999998,0,0.47840452,0
19,2727824,bg-39119,Lupa Pula (Pob.),Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2950371,241.41157390166256,0.54318097,0.741492699,0.751919508,42.1114140000001,9.14628600000002,366.731639999999,185.389848,98.0416799999999,85.5489419999996,0,0.47975424,0
20,2727825,bg-39119,Lupa Pula (Pob.),Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2950371,241.0553614164084,0.54318097,0.741492699,0.751919508,1.859642,1.256513,22.382795,11.291919,6.76844,4.841776,0,0.3977351,0
21,2729202,bg-39117,Duhul Batu,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2950371,242.1990437342181,0.542619652,0.444599224,0.746378217,21.093,3.59125,134.0589,64.05185,30.9122,23.366,1,0.45676118,0
22,2729204,bg-39120,Guppah,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2950371,241.34498828676928,0.542869151,0.544457343,0.746729851,12.159786,8.923066,208.427845,101.442885,57.5137809999999,50.5564920000001,0,0.4689049,0
23,2729205,bg-39120,Guppah,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2950371,240.8201517720396,0.542869151,0.544457343,0.746729851,25.293068,6.82902800000001,254.575193,128.229013,67.130093,52.5923099999999,0,0.47399458,0
24,2729207,bg-39121,Mahalo,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,0.0,2950371,239.7859905589648,0.543052851,0.603980647,0.751718044,25.8732799999999,17.4819200000001,311.412799999999,157.10496,94.1696000000001,67.3638400000002,0,0.48888806,0
25,2730584,bg-39117,Duhul Batu,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2950371,240.8926863147227,0.542619652,0.444599224,0.746378217,35.8581,6.10512499999999,227.90013,108.888145,52.5507399999999,39.7222000000001,0,0.47265878,0
26,2730585,bg-39120,Guppah,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2950371,240.2612387972104,0.542869151,0.544457343,0.746729851,35.7591920000001,19.165867,475.621516000001,230.523633000001,127.63201,110.713624,0,0.48576695,0
27,2730586,bg-39129,Lubbak Parang,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2950371,239.8669387372188,0.542922282,0.621251121,0.751325798,8.44776800000001,4.030128,116.007344,57.912356,30.85378,21.224196,1,0.4434591,0
28,2730588,bg-39119,Lupa Pula (Pob.),Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2950371,239.11209571386885,0.54318097,0.741492699,0.751919508,6.07707500000001,3.462548,68.473325,34.556745,20.27744,15.019225,1,0.41920108,0
29,2730589,bg-39119,Lupa Pula (Pob.),Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,0.0,2950371,238.22568850071528,0.54318097,0.741492699,0.751919508,15.2005520000001,10.270628,182.955019999999,92.2991640000001,55.3246400000001,39.5762560000001,0,0.47762364,0
30,2797076,bg-39146,South Larap (Larap),Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,121.940049682074,0.581308801,0.725135028,0.740190506,9.451434,2.784432,70.814748,35.266452,17.642874,15.062838,0,0.39912233,0
31,2823333,bg-39146,South Larap (Larap),Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,97.62279899335104,0.581308801,0.725135028,0.740190506,18.84316,6.446342,189.026698,92.926554,49.091406,25.289516,1,0.41751525,0
32,2823336,bg-39148,Tongmageng,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,100.46572671967562,0.557588428,0.736762955,0.740515804,9.189425,1.88657,82.278812,40.104834,22.395415,18.865707,0,0.39970815,0
33,2823338,bg-39151,Imam Sapie,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,103.43572522307258,0.546315533,0.004487573,0.740695477,10.04661,2.532404,128.779308,56.875448,36.53314,34.457388,1,0.45567134,0
34,2823339,bg-39147,Sitangkai Poblacion,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,103.98471422173812,0.546177445,0.749679962,0.740914583,7.893765,1.989746,101.183742,44.687852,28.70461,27.073662,0,0.40312827,0
35,2824707,bg-39154,Sipangkot,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,89.13462895203804,0.559837217,0.627189341,0.762655735,16.127754,0.819708,86.663634,43.813392,21.005016,17.234364,0,0.40479624,0
36,2824713,bg-39152,North Larap,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,95.57852751741795,0.591232317,0.732213082,0.740030924,18.130346,5.0765,172.082898,78.323102,48.79654,26.107705,0,0.4121034,0
37,2824714,bg-39146,South Larap (Larap),Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,96.27143315937327,0.581308801,0.725135028,0.740190506,9.762494,2.7335,92.660022,42.173978,26.27506,14.057995,0,0.39830744,0
38,2824717,bg-39149,Tongusong,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,99.34008546502557,0.576255882,0.736168581,0.743593534,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
39,2824718,bg-39153,Panglima Alari,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,100.4370456916422,0.553122292,0.7369642,0.74048537,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
40,2824719,bg-39153,Panglima Alari,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,1,0,0.0,2899307,102.17511058032778,0.553122292,0.7369642,0.74048537,460.949146960826,52.7891969955137,2768.7551277647,1349.56729588531,651.066762944669,568.440192951691,0,0.4977462,0
41,2826090,bg-39154,Sipangkot,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,89.06006353250265,0.559837217,0.627189341,0.762655735,188.15713,9.56326000000001,1011.07573,511.15624,245.05852,201.06758,0,0.48110023,0
42,2826096,bg-39152,North Larap,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,94.78461044728004,0.591232317,0.732213082,0.740030924,1.11201244456183,0.380425179529421,11.1552436284801,5.48397850881949,2.89708596610321,1.49243845028889,0,0.39451158,0
43,2830234,bg-39256,Imam Hadji Mohammad,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,84.08159364205576,0.561634198,0.732987487,0.738394737,19.63871,2.034006,103.664353,53.1648,25.039365,14.518621,0,0.40013027,0
44,2830235,bg-39255,Hadji Taha,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,0.0,2899307,84.80365043083737,0.564963071,0.729348343,0.738417149,221.747858,17.9199260000001,1109.90796,552.709137000001,255.319849,165.279645999999,0,0.48845863,0
45,2830236,bg-39252,Datu Amilhamja Jaafar,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,0.0,2899307,85.4822467832694,0.577623725,0.729006573,0.738204122,150.935286,30.9151170000001,1227.238311,623.783315999999,320.196824999998,218.583974999999,0,0.48942947,0
46,2830237,bg-39258,Nunukan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,86.20750933448066,0.589425894,0.711886088,0.738413352,56.842341,13.915579,469.095249,236.725566,125.50445,88.458115,1,0.45603943,0
47,2830249,bg-39257,Ligayan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,99.82895279249772,0.565411612,0.735421505,0.739490747,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
48,2831616,bg-39261,Talisay,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,82.53531474183956,0.561253852,0.722514866,0.746191788,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
49,2831617,bg-39261,Talisay,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,83.42097124143267,0.561253852,0.722514866,0.746191788,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
50,2831618,bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,84.32960582101232,0.583393566,0.725774384,0.738066673,0.174980999992997,0.0831159999966736,2.63783999989443,1.37797599994485,0.748043999970063,0.557751999977678,0,0.3956752,0
51,2831619,bg-39251,Ambulong Sapal,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,85.254514449801,0.577708944,0.722227754,0.738413352,71.406044,23.524811,558.938296,280.071287,146.648886,103.070746,1,0.4623394,0
52,2831620,bg-39258,Nunukan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,86.10451944641876,0.589425894,0.711886088,0.738413352,6.31244399946354,2.17079499981552,53.3844209954631,25.592531997825,14.3386729987814,12.2535669989586,0,0.39611974,0
53,2831621,bg-39258,Nunukan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,86.98253650507213,0.589425894,0.711886088,0.738413352,25.249776,8.68318,213.537684,102.370128,57.354692,49.014268,1,0.42268705,0
54,2831622,bg-39258,Nunukan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,87.92335565800089,0.589425894,0.711886088,0.738413352,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
55,2831626,bg-39259,Sheik Makdum,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,92.2385713027932,0.570867225,0.744402473,0.738628745,0.941716,0.485572,11.408504,5.841586,2.800626,2.231672,0,0.3955309,0
56,2831631,bg-39257,Ligayan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,97.93450035775771,0.565411612,0.735421505,0.739490747,7.434284,1.272536,62.722584,30.473864,16.074128,12.993252,0,0.39702207,0
57,2832998,bg-39255,Hadji Taha,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,82.06239381465748,0.564963071,0.729348343,0.738417149,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
58,2833000,bg-39258,Nunukan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,83.61690239254358,0.589425894,0.711886088,0.738413352,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
59,2833001,bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,84.5717254069605,0.583393566,0.725774384,0.738066673,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
60,2833006,bg-39265,Tongsibalo,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,89.64923147597722,0.588181157,0.740538637,0.73847035,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
61,2833008,bg-39262,Tandu Banak,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,91.80922651495597,0.567926068,0.741074526,0.73867166,0.941716,0.485572,11.408504,5.841586,2.800626,2.231672,0,0.3959875,0
62,2833010,bg-39264,Tongehat,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,94.03586924604303,0.560794268,0.730779596,0.739090375,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
63,2833011,bg-39264,Tongehat,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,95.26668244295723,0.560794268,0.730779596,0.739090375,33.763191,11.267889,312.178373,149.169053,80.55158,56.241152,1,0.4417771,0
64,2833012,bg-39266,Ungus-ungus,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,96.5340295469458,0.56648071,0.738681289,0.739288807,164.287139,30.786778,1236.199092,605.168196,301.780574,211.631852,0,0.4835352,0
65,2834383,bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,83.16284850267543,0.583393566,0.725774384,0.738066673,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
66,2834384,bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,0.0,2899307,84.00543630930858,0.583393566,0.725774384,0.738066673,18.937332,6.512385,160.153263,76.777596,43.016019,36.760701,1,0.44691107,0
67,2834385,bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,84.92146839994184,0.583393566,0.725774384,0.738066673,18.937332,6.512385,160.153263,76.777596,43.016019,36.760701,0,0.40991983,0
68,2834389,bg-39265,Tongsibalo,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,89.10144225659587,0.588181157,0.740538637,0.73847035,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
69,2834390,bg-39262,Tandu Banak,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,0.0,2899307,90.20519654552304,0.567926068,0.741074526,0.73867166,76.1868270000002,21.865926,744.113887,368.622951,181.775293,146.896661,0,0.48334184,0
70,2834391,bg-39263,Taungoh,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,0.0,2899307,91.40976687350104,0.563480226,0.748747487,0.73886764,62.6187770000001,24.323877,845.350379000002,428.562857,222.078684,183.82823,0,0.485678,0
71,2834392,bg-39263,Taungoh,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,0.0,2899307,92.66288731548104,0.563480226,0.748747487,0.73886764,29.899758,7.25890200000001,451.088694,226.581348,125.648082,107.155188,0,0.47487015,0
72,2834393,bg-39264,Tongehat,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,93.89676187898068,0.560794268,0.730779596,0.739090375,45.734943,13.627779,451.315615,213.711314,120.119253,86.008662,1,0.45659554,0
73,2835766,bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,83.98217855917379,0.583393566,0.725774384,0.738066673,25.249776,8.68318,213.537684,102.370128,57.354692,49.014268,1,0.42087466,0
74,2835767,bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,84.85290953805696,0.583393566,0.725774384,0.738066673,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
75,2835768,bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,85.6936185579202,0.583393566,0.725774384,0.738066673,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
76,2835769,bg-39258,Nunukan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,86.6553340535478,0.589425894,0.711886088,0.738413352,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
77,2835770,bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,87.71244641787735,0.583393566,0.725774384,0.738066673,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
78,2835771,bg-39265,Tongsibalo,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,88.84216377914174,0.588181157,0.740538637,0.73847035,136.438315,27.692826,1051.090162,514.092372999999,249.121506,199.486864,0,0.47885823,0
79,2835772,bg-39259,Sheik Makdum,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,90.28112750210192,0.570867225,0.744402473,0.738628745,10.829734,5.584078,131.197796,67.178239,32.207199,25.664228,0,0.4040402,0
80,2860626,bg-39101,Sanga-sanga,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,46.60597166454134,0.656708536,0.740857969,0.730858445,32.252819,8.247407,194.207113,99.686052,47.150772,30.102649,0,0.39308113,0
81,2860627,bg-39096,Pahut,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,47.24484847142641,0.669592203,0.687259486,0.730831861,49.2535500000001,13.286547,389.139594,192.286857,102.936519,78.6684059999999,1,0.4179924,0
82,2860628,bg-39099,Pasiagan,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,48.55389528025795,0.669106878,0.004418948,0.730553246,94.8257409999998,25.882088,773.591974000001,387.953101,205.705882,152.64689,0,0.4724187,0
83,2860629,bg-39099,Pasiagan,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,49.137141788666646,0.669106878,0.004418948,0.730553246,24.553299,5.767204,225.082295,113.639376,59.745177,36.509366,1,0.44191775,0
84,2862007,bg-39084,Lakit Lakit,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,44.27266148684603,0.63786416,0.730913634,0.730878496,3.363535,0.922293,24.869902,12.284599,6.622177,4.689411,0,0.39116088,0
85,2862008,bg-39101,Sanga-sanga,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,45.317391950934926,0.656708536,0.740857969,0.730858445,49.687074,12.783582,296.916408,152.679222,71.877402,45.345474,0,0.40318477,0
86,2862009,bg-39101,Sanga-sanga,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,0.0,2899307,46.28241641564368,0.656708536,0.740857969,0.730858445,73.2164809999997,13.7427270000001,500.979457000003,248.466206,126.919470000001,99.8754070000004,1,0.4550595,0
87,2862010,bg-39096,Pahut,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,47.287882360440925,0.669592203,0.687259486,0.730831861,325.507734,60.42105,2034.46565,1021.374395,505.094568999999,414.397754,0,0.48013732,0
88,2862011,bg-39099,Pasiagan,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,1,1,0.0,2899307,48.140585407150816,0.669106878,0.004418948,0.730553246,81.362469,19.1959,741.882112999999,374.476848,196.922031,121.460378,0,0.52881426,0
89,2863387,bg-39084,Lakit Lakit,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,41.79074186842617,0.63786416,0.730913634,0.730878496,2.443404,0.68556,19.37145,9.457206,5.291114,3.84968,0,0.39116088,0
90,2863388,bg-39084,Lakit Lakit,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,42.82624227997689,0.63786416,0.730913634,0.730878496,31.764252,8.91228,251.82885,122.943678,68.784482,50.04584,0,0.39863282,0
91,2863389,bg-39084,Lakit Lakit,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,43.74324462453934,0.63786416,0.730913634,0.730878496,48.528224,13.084139,349.873843,173.635274,92.187898,64.409333,0,0.40993476,0
92,2863391,bg-39110,Nalil,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,45.80599053546004,0.66657389,0.724954892,0.730510235,291.611415000001,57.5299030000001,1737.443651,875.090246000002,468.462854000001,318.508557,0,0.47593302,0
