ID,Cluster,pred_y,actual_y
2986877,0,1,0
2988247,0,1,0
2988251,0,1,0
2988252,0,1,0
2988253,0,1,0
2988254,0,1,0
2988255,0,1,0
2988256,0,1,0
2988257,0,1,0
2988258,0,1,0
2988259,0,1,0
2989633,0,1,0
2989634,0,1,0
2989635,0,1,0
2989636,0,1,0
2989637,0,1,0
2989638,0,1,0
2989639,0,1,0
2989640,0,1,0
2991015,0,1,0
2991016,0,1,0
2991017,0,1,0
2991018,0,1,0
2991019,0,1,0
2992397,0,1,0
