ID,barangay_name,city_name,province_name,children_m,elderly_me,women_mean,youth_mean,women_rep_,phall_mean,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km,youth_children_sum,youth_elderly_sum,youth_phall_sum,youth_women_sum,youth_women_repr_sum,youth_youth_sum
"3140567",Don Tomas,Santa Elena,Camarines Norte,,,,,,"0.448903160981643","1.899850992","2.213335991","0.967576618","0.0","0","0","0","3191699","52.648573855553686",0,0,0,0,0,0
"3140568",Tabugon,Santa Elena,Camarines Norte,,,,,,"2.274742655117403","1.555188098","2.209468024","0.988583969","0.0","0","1","0","3191699","53.1034082569844",0,0,0,0,0,0
"3141935",Del Pilar,Capalonga,Camarines Norte,"6.21658","1.625081","19.655744","6.629299","8.331766","2.075925453457721","1.638902709","2.213439178","0.846122088","0.0","0","0","0","3191699","54.27932353308886",31.0829,8.125405,208.93901,98.27872,41.65883,33.146495
"3141936",Del Pilar,Capalonga,Camarines Norte,"1.968413999999999","0.607081000000001","6.622701000000006","2.557097999999997","2.860639000000002","0.777438203912032","1.638902709","2.213439178","0.846122088","0.0","0","0","0","3191699","53.94127474106992",94.483872,29.139888,664.036128,317.889648,137.310672,122.740704
"3141937",Binawangan,Capalonga,Camarines Norte,,,,,,"0.500522875744436","0.009779037","2.219642131","0.891532877","0.0","0","0","0","3191699","53.42819416713355",0,0,0,0,0,0
"3141938",Rizal,Santa Elena,Camarines Norte,"4.778273","1.925769","17.575106","7.098398","8.478641","1.693940906862204","1.517029857","2.273424934","0.900383923","0.0","0","0","0","3191699","52.961539579668646",6.65794003434738,2.68332397960626,50.0856600016102,24.488764422899,11.8139510552786,9.89075095205557
"3141939",Rizal,Santa Elena,Camarines Norte,"4.778273","1.925769","17.575106","7.098398000000002","8.478641","4.257448962998984","1.517029857","2.273424934","0.900383923","0.0","0","0","1","3191699","52.54254798708705",95.56546,38.51538,718.90992,351.50212,169.57282,141.96796
"3141940",Rizal,Santa Elena,Camarines Norte,"3.012267204545452","1.626108522727272","11.83721747727272","4.62232352272727","5.662639113636368","2.628071386209676","1.517029857","2.273424934","0.900383923","0.0","0","0","0","3191699","52.172367735796975",132.539757,71.5487749999999,1053.886734,520.837569,249.156121,203.382235
"3141941",Santa Elena (Pob.),Santa Elena,Camarines Norte,"2.697928506024095","1.57091021686747","10.870747397590357","4.165224807228917","5.18932071084338","6.762482244926588","1.879869277","2.272273881","0.887943793","0.0","0","1","1","3191699","51.85204425496843",223.928066,130.385548,1817.374419,902.272034,430.713619000001,345.713659
"3141942",Santa Elena (Pob.),Santa Elena,Camarines Norte,,,,,,"7.033027196644058","1.879869277","2.272273881","0.887943793","1.0","0","0","0","3191699","51.582506375452944",0,0,0,0,0,0
"3141943",San Vicente,Santa Elena,Camarines Norte,"2.240907","1.639688","13.06285","5.465628","5.684253","0.2668256825492","1.900343336","2.274449893","0.906342697","1.0","0","0","0","3191699","51.36455360498592",2.24090699991032,1.63968799993438,26.5629509989369,13.0628499994772,5.68425299977251,5.46562799978126
"3141944",San Pedro,Santa Elena,Camarines Norte,"2.240907","1.639688","13.06285","5.465628","5.684253","0.153939629865574","1.349665393","2.257457415","0.968962322","1.0","0","0","0","3191699","51.198844741200645",2.240907,1.639688,26.562951,13.06285,5.684253,5.465628
"3141945",San Pedro,Santa Elena,Camarines Norte,,,,,,"0.154740733032858","1.349665393","2.257457415","0.968962322","0.0","0","0","0","3191699","51.08588818424036",0,0,0,0,0,0
"3141946",Guitol,Santa Elena,Camarines Norte,,,,,,"0.175463947312286","1.39127036","2.236599731","1.018496616","0.0","0","0","0","3191699","51.02603427145792",0,0,0,0,0,0
"3141947",Guitol,Santa Elena,Camarines Norte,"6.663511","1.990399","21.029003","8.048137","10.817387999999996","0.266133105309408","1.39127036","2.236599731","1.018496616","0.0","0","0","0","3191699","51.01946989872695",73.298621,21.894389,495.955614,231.319033,118.991268,88.529507
